Pair,Condtion,Game,Time,Time2,Time3
9,modified,8,37958.0,1238424090142.0,1238424128100.0
9,modified,9,15958.0,1238424133142.0,1238424149100.0
9,modified,10,24850.0,1238424154250.0,1238424179100.0
9,modified,11,15499.0,1238424184500.0,1238424199999.0
9,modified,12,47767.0,1238424204333.0,1238424252100.0
9,modified,13,28000.0,1238424257100.0,1238424285100.0
9,modified,14,28850.0,1238424290250.0,1238424319100.0
9,modified,15,16934.0,1238424324166.0,1238424341100.0
9,modified,16,53874.0,1238424346125.0,1238424399999.0
9,modified,17,17767.0,1238424404333.0,1238424422100.0
9,modified,18,33900.0,1238424427200.0,1238424461100.0
9,modified,19,15857.0,1238424466142.0,1238424481999.0
9,modified,20,21749.0,1238424486250.0,1238424507999.0
9,modified,21,16600.0,1238424512500.0,1238424529100.0
9,modified,22,40767.0,1238424534333.0,1238424575100.0
9,modified,23,21767.0,1238424580333.0,1238424602100.0
9,modified,24,28767.0,1238424607333.0,1238424636100.0
9,modified,25,11958.0,1238424641142.0,1238424653100.0
9,modified,26,19975.0,1238424659125.0,1238424679100.0
9,modified,27,13934.0,1238424684166.0,1238424698100.0
9,modified,28,16958.0,1238424703142.0,1238424720100.0
9,modified,29,22975.0,1238424726125.0,1238424749100.0
9,modified,30,28958.0,1238424754142.0,1238424783100.0
9,modified,31,33934.0,1238424788166.0,1238424822100.0
9,modified,32,14975.0,1238424827125.0,1238424842100.0
9,modified,33,15934.0,1238424847166.0,1238424863100.0
9,modified,34,26934.0,1238424868166.0,1238424895100.0
9,modified,35,18958.0,1238424900142.0,1238424919100.0
9,modified,36,18900.0,1238424924200.0,1238424943100.0
9,modified,37,25958.0,1238424948142.0,1238424974100.0
10,normal,1,75975.0,1238404020125.0,1238404096100.0
10,normal,2,38600.0,1238404100500.0,1238404139100.0
10,normal,3,26850.0,1238404144250.0,1238404171100.0
10,normal,4,19600.0,1238404176500.0,1238404196100.0
10,normal,5,22958.0,1238404201142.0,1238404224100.0
10,normal,6,18975.0,1238404229125.0,1238404248100.0
10,normal,7,29934.0,1238404253166.0,1238404283100.0
10,normal,8,20975.0,1238404288125.0,1238404309100.0
10,normal,9,15975.0,1238404314125.0,1238404330100.0
10,normal,10,57600.0,1238404335500.0,1238404393100.0
10,normal,11,13850.0,1238404398250.0,1238404412100.0
10,normal,12,18958.0,1238404417142.0,1238404436100.0
10,normal,13,10958.0,1238404441142.0,1238404452100.0
10,normal,14,11934.0,1238404457166.0,1238404469100.0
10,normal,15,14934.0,1238404474166.0,1238404489100.0
10,normal,16,28958.0,1238404494142.0,1238404523100.0
10,normal,17,23958.0,1238404528142.0,1238404552100.0
10,normal,18,12799.0,1238404557200.0,1238404569999.0
10,normal,19,9850.0,1238404574250.0,1238404584100.0
10,normal,20,9900.0,1238404589200.0,1238404599100.0
10,normal,21,8767.0,1238404604333.0,1238404613100.0
10,normal,22,12975.0,1238404618125.0,1238404631100.0
10,normal,23,12749.0,1238404636250.0,1238404648999.0
10,normal,24,4850.0,1238404653250.0,1238404658100.0
10,normal,25,8900.0,1238404663200.0,1238404672100.0
10,normal,26,4975.0,1238404677125.0,1238404682100.0
10,normal,27,7975.0,1238404687125.0,1238404695100.0
10,normal,28,16600.0,1238404700500.0,1238404717100.0
10,normal,29,5975.0,1238404722125.0,1238404728100.0
10,normal,30,11850.0,1238404733250.0,1238404745100.0
10,normal,31,5850.0,1238404750250.0,1238404756100.0
10,normal,32,3975.0,1238404761125.0,1238404765100.0
10,normal,33,4666.0,1238404770333.0,1238404774999.0
10,normal,34,9899.0,1238404779100.0,1238404788999.0
10,normal,35,3600.0,1238404793500.0,1238404797100.0
10,normal,36,13850.0,1238404802250.0,1238404816100.0
10,normal,37,4958.0,1238404821142.0,1238404826100.0
10,normal,38,2958.0,1238404831142.0,1238404834100.0
10,normal,39,8799.0,1238404839200.0,1238404847999.0
10,normal,40,11499.0,1238404852500.0,1238404863999.0
10,normal,41,4000.0,1238404868100.0,1238404872100.0
10,normal,42,6900.0,1238404877200.0,1238404884100.0
10,normal,43,3975.0,1238404889125.0,1238404893100.0
10,normal,44,2958.0,1238404898142.0,1238404901100.0
10,normal,45,8975.0,1238404906125.0,1238404915100.0
10,normal,46,6934.0,1238404920166.0,1238404927100.0
10,normal,47,10975.0,1238404932125.0,1238404943100.0
10,normal,48,5833.0,1238404948166.0,1238404953999.0
10,normal,49,5850.0,1238404958250.0,1238404964100.0
10,normal,50,3958.0,1238404969142.0,1238404973100.0
10,normal,51,3767.0,1238404978333.0,1238404982100.0
10,normal,52,4600.0,1238404987500.0,1238404992100.0
10,normal,53,5850.0,1238404997250.0,1238405003100.0
10,normal,54,11000.0,1238405008100.0,1238405019100.0
10,normal,55,4958.0,1238405024142.0,1238405029100.0
10,normal,56,9000.0,1238405034100.0,1238405043100.0
10,normal,57,4900.0,1238405048200.0,1238405053100.0
10,normal,58,7857.0,1238405058142.0,1238405065999.0
10,normal,59,5666.0,1238405070333.0,1238405075999.0
10,normal,60,2850.0,1238405080250.0,1238405083100.0
10,normal,61,4600.0,1238405088500.0,1238405093100.0
10,normal,62,9975.0,1238405098125.0,1238405108100.0
10,normal,63,3989.0,1238405113111.0,1238405117100.0
10,normal,64,5600.0,1238405122500.0,1238405128100.0
10,normal,65,8900.0,1238405133200.0,1238405142100.0
10,normal,66,5958.0,1238405147142.0,1238405153100.0
10,normal,67,4900.0,1238405158200.0,1238405163100.0
10,normal,68,3857.0,1238405168142.0,1238405171999.0
10,normal,69,3767.0,1238405176333.0,1238405180100.0
10,normal,70,11600.0,1238405185500.0,1238405197100.0
10,normal,71,3900.0,1238405202200.0,1238405206100.0
10,normal,72,3900.0,1238405211200.0,1238405215100.0
10,normal,73,7000.0,1238405220100.0,1238405227100.0
11,modified,0,106975.0,1238421840125.0,1238421947100.0
11,modified,1,11934.0,1238421952166.0,1238421964100.0
11,modified,2,13600.0,1238421969500.0,1238421983100.0
11,modified,3,18958.0,1238421988142.0,1238422007100.0
11,modified,4,11850.0,1238422012250.0,1238422024100.0
11,modified,5,8600.0,1238422029500.0,1238422038100.0
11,modified,6,8934.0,1238422043166.0,1238422052100.0
11,modified,7,12499.0,1238422057500.0,1238422069999.0
11,modified,8,12975.0,1238422075125.0,1238422088100.0
11,modified,9,14900.0,1238422093200.0,1238422108100.0
11,modified,10,7900.0,1238422113200.0,1238422121100.0
11,modified,11,11934.0,1238422126166.0,1238422138100.0
11,modified,12,8000.0,1238422142100.0,1238422150100.0
11,modified,13,9000.0,1238422155100.0,1238422164100.0
11,modified,14,11975.0,1238422169125.0,1238422181100.0
11,modified,15,13900.0,1238422186200.0,1238422200100.0
11,modified,16,6600.0,1238422205500.0,1238422212100.0
11,modified,17,16000.0,1238422217100.0,1238422233100.0
11,modified,18,7934.0,1238422238166.0,1238422246100.0
11,modified,19,8000.0,1238422251100.0,1238422259100.0
11,modified,20,12900.0,1238422264200.0,1238422277100.0
11,modified,21,6900.0,1238422282200.0,1238422289100.0
11,modified,22,6874.0,1238422295125.0,1238422301999.0
11,modified,23,13000.0,1238422306100.0,1238422319100.0
11,modified,24,8850.0,1238422324250.0,1238422333100.0
11,modified,25,8934.0,1238422338166.0,1238422347100.0
11,modified,26,5600.0,1238422352500.0,1238422358100.0
11,modified,27,11934.0,1238422363166.0,1238422375100.0
11,modified,28,10600.0,1238422380500.0,1238422391100.0
11,modified,29,10934.0,1238422396166.0,1238422407100.0
11,modified,30,9000.0,1238422412100.0,1238422421100.0
11,modified,31,7958.0,1238422426142.0,1238422434100.0
11,modified,32,9934.0,1238422439166.0,1238422449100.0
11,modified,33,12000.0,1238422454100.0,1238422466100.0
11,modified,34,8874.0,1238422471125.0,1238422479999.0
11,modified,35,12000.0,1238422484100.0,1238422496100.0
11,modified,36,6900.0,1238422501200.0,1238422508100.0
11,modified,37,6874.0,1238422513125.0,1238422519999.0
11,modified,38,10767.0,1238422524333.0,1238422535100.0
11,modified,39,9958.0,1238422540142.0,1238422550100.0
11,modified,40,8900.0,1238422555200.0,1238422564100.0
11,modified,41,9000.0,1238422568100.0,1238422577100.0
11,modified,42,6900.0,1238422582200.0,1238422589100.0
11,modified,43,4975.0,1238422594125.0,1238422599100.0
11,modified,44,6975.0,1238422604125.0,1238422611100.0
11,modified,45,13989.0,1238422616111.0,1238422630100.0
11,modified,46,7749.0,1238422635250.0,1238422642999.0
11,modified,47,5767.0,1238422647333.0,1238422653100.0
11,modified,48,12934.0,1238422658166.0,1238422671100.0
11,modified,49,6899.0,1238422675100.0,1238422681999.0
11,modified,50,8000.0,1238422686100.0,1238422694100.0
11,modified,51,5934.0,1238422699166.0,1238422705100.0
11,modified,52,6600.0,1238422710500.0,1238422717100.0
11,modified,53,6934.0,1238422722166.0,1238422729100.0
11,modified,54,5975.0,1238422735125.0,1238422741100.0
11,modified,55,5857.0,1238422746142.0,1238422751999.0
11,modified,56,11850.0,1238422756250.0,1238422768100.0
11,modified,57,5900.0,1238422773200.0,1238422779100.0
11,modified,58,13900.0,1238422784200.0,1238422798100.0
11,modified,59,10958.0,1238422803142.0,1238422814100.0
11,modified,60,8934.0,1238422819166.0,1238422828100.0
11,modified,61,6767.0,1238422833333.0,1238422840100.0
11,modified,62,7975.0,1238422845125.0,1238422853100.0
11,modified,63,6958.0,1238422858142.0,1238422865100.0
11,modified,64,5000.0,1238422870100.0,1238422875100.0
11,modified,65,6934.0,1238422880166.0,1238422887100.0
11,modified,66,5934.0,1238422892166.0,1238422898100.0
11,modified,67,8958.0,1238422903142.0,1238422912100.0
11,modified,68,4975.0,1238422917125.0,1238422922100.0
11,modified,69,6934.0,1238422927166.0,1238422934100.0
11,modified,70,5833.0,1238422939166.0,1238422944999.0
11,modified,71,11000.0,1238422949100.0,1238422960100.0
11,modified,72,9975.0,1238422965125.0,1238422975100.0
11,modified,73,5600.0,1238422980500.0,1238422986100.0
11,modified,74,7850.0,1238422991250.0,1238422999100.0
11,modified,75,6874.0,1238423005125.0,1238423011999.0
11,modified,76,5000.0,1238423016100.0,1238423021100.0
11,modified,77,6833.0,1238423026166.0,1238423032999.0
11,modified,78,4850.0,1238423037250.0,1238423042100.0
11,modified,79,6000.0,1238423047100.0,1238423053100.0
11,modified,80,7600.0,1238423058500.0,1238423066100.0
11,modified,81,6900.0,1238423071200.0,1238423078100.0
11,modified,82,3975.0,1238423083125.0,1238423087100.0
11,modified,83,4934.0,1238423092166.0,1238423097100.0
12,normal,1,45975.0,1238400600125.0,1238400646100.0
12,normal,2,41975.0,1238400652125.0,1238400694100.0
12,normal,3,54900.0,1238400699200.0,1238400754100.0
12,normal,4,33900.0,1238400759200.0,1238400793100.0
12,normal,5,43600.0,1238400798500.0,1238400842100.0
12,normal,6,11767.0,1238400847333.0,1238400859100.0
12,normal,7,15900.0,1238400864200.0,1238400880100.0
12,normal,8,25934.0,1238400885166.0,1238400911100.0
12,normal,9,12900.0,1238400916200.0,1238400929100.0
12,normal,10,22874.0,1238400934125.0,1238400956999.0
12,normal,11,14767.0,1238400961333.0,1238400976100.0
12,normal,12,14958.0,1238400981142.0,1238400996100.0
12,normal,13,25958.0,1238401001142.0,1238401027100.0
12,normal,14,23900.0,1238401032200.0,1238401056100.0
12,normal,15,50767.0,1238401061333.0,1238401112100.0
12,normal,16,31850.0,1238401117250.0,1238401149100.0
12,normal,17,19975.0,1238401154125.0,1238401174100.0
12,normal,18,12958.0,1238401179142.0,1238401192100.0
12,normal,19,44934.0,1238401197166.0,1238401242100.0
12,normal,20,22934.0,1238401247166.0,1238401270100.0
12,normal,21,8934.0,1238401275166.0,1238401284100.0
12,normal,22,16833.0,1238401289166.0,1238401305999.0
12,normal,23,8850.0,1238401310250.0,1238401319100.0
12,normal,24,16975.0,1238401324125.0,1238401341100.0
12,normal,25,22900.0,1238401346200.0,1238401369100.0
12,normal,26,10767.0,1238401374333.0,1238401385100.0
12,normal,27,8934.0,1238401390166.0,1238401399100.0
12,normal,28,10799.0,1238401404200.0,1238401414999.0
12,normal,29,10850.0,1238401419250.0,1238401430100.0
12,normal,30,8958.0,1238401435142.0,1238401444100.0
12,normal,31,7975.0,1238401449125.0,1238401457100.0
12,normal,32,11900.0,1238401462200.0,1238401474100.0
12,normal,33,13799.0,1238401479200.0,1238401492999.0
12,normal,34,9000.0,1238401497100.0,1238401506100.0
12,normal,35,13989.0,1238401511111.0,1238401525100.0
12,normal,36,12900.0,1238401530200.0,1238401543100.0
12,normal,37,17958.0,1238401548142.0,1238401566100.0
12,normal,38,10000.0,1238401571100.0,1238401581100.0
12,normal,39,9000.0,1238401586100.0,1238401595100.0
12,normal,40,8749.0,1238401600250.0,1238401608999.0
12,normal,41,10000.0,1238401613100.0,1238401623100.0
12,normal,42,6767.0,1238401628333.0,1238401635100.0
12,normal,43,5934.0,1238401640166.0,1238401646100.0
12,normal,44,33934.0,1238401651166.0,1238401685100.0
12,normal,45,6958.0,1238401690142.0,1238401697100.0
12,normal,46,10600.0,1238401702500.0,1238401713100.0
12,normal,47,11600.0,1238401718500.0,1238401730100.0
12,normal,48,7934.0,1238401735166.0,1238401743100.0
12,normal,49,6975.0,1238401748125.0,1238401755100.0
12,normal,50,12850.0,1238401760250.0,1238401773100.0
12,normal,51,12600.0,1238401778500.0,1238401791100.0
13,modified,0,76975.0,1238402460125.0,1238402537100.0
13,modified,1,36900.0,1238402542200.0,1238402579100.0
13,modified,2,62000.0,1238402584100.0,1238402646100.0
13,modified,3,37934.0,1238402651166.0,1238402689100.0
13,modified,4,37934.0,1238402694166.0,1238402732100.0
13,modified,5,34975.0,1238402737125.0,1238402772100.0
13,modified,6,31749.0,1238402777250.0,1238402808999.0
13,modified,7,43600.0,1238402813500.0,1238402857100.0
13,modified,8,33989.0,1238402863111.0,1238402897100.0
13,modified,9,21767.0,1238402902333.0,1238402924100.0
13,modified,10,45975.0,1238402930125.0,1238402976100.0
13,modified,11,27600.0,1238402981500.0,1238403009100.0
13,modified,12,23767.0,1238403014333.0,1238403038100.0
13,modified,13,24767.0,1238403043333.0,1238403068100.0
13,modified,14,30767.0,1238403073333.0,1238403104100.0
13,modified,15,23600.0,1238403109500.0,1238403133100.0
13,modified,16,17958.0,1238403139142.0,1238403157100.0
13,modified,17,23958.0,1238403162142.0,1238403186100.0
13,modified,18,28850.0,1238403191250.0,1238403220100.0
13,modified,19,22975.0,1238403225125.0,1238403248100.0
13,modified,20,33934.0,1238403253166.0,1238403287100.0
13,modified,21,20600.0,1238403292500.0,1238403313100.0
13,modified,22,28833.0,1238403318166.0,1238403346999.0
13,modified,23,22767.0,1238403351333.0,1238403374100.0
13,modified,24,10900.0,1238403379200.0,1238403390100.0
13,modified,25,15600.0,1238403395500.0,1238403411100.0
13,modified,26,23767.0,1238403416333.0,1238403440100.0
13,modified,27,18833.0,1238403445166.0,1238403463999.0
13,modified,28,11600.0,1238403468500.0,1238403480100.0
13,modified,29,26900.0,1238403485200.0,1238403512100.0
13,modified,30,21900.0,1238403517200.0,1238403539100.0
13,modified,31,24000.0,1238403543100.0,1238403567100.0
13,modified,32,20000.0,1238403572100.0,1238403592100.0
13,modified,33,24975.0,1238403597125.0,1238403622100.0
13,modified,34,9767.0,1238403627333.0,1238403637100.0
13,modified,35,17600.0,1238403642500.0,1238403660100.0
13,modified,36,20767.0,1238403665333.0,1238403686100.0
13,modified,37,23934.0,1238403691166.0,1238403715100.0
14,normal,1,56975.0,1238409300125.0,1238409357100.0
14,normal,2,54874.0,1238409362125.0,1238409416999.0
14,normal,3,73767.0,1238409421333.0,1238409495100.0
14,normal,4,51600.0,1238409500500.0,1238409552100.0
14,normal,5,23874.0,1238409557125.0,1238409580999.0
14,normal,6,11850.0,1238409585250.0,1238409597100.0
14,normal,7,26600.0,1238409602500.0,1238409629100.0
14,normal,8,13958.0,1238409634142.0,1238409648100.0
14,normal,9,21958.0,1238409653142.0,1238409675100.0
14,normal,10,29000.0,1238409679100.0,1238409708100.0
14,normal,11,21989.0,1238409713111.0,1238409735100.0
14,normal,12,17600.0,1238409740500.0,1238409758100.0
14,normal,13,19958.0,1238409763142.0,1238409783100.0
14,normal,14,14666.0,1238409788333.0,1238409802999.0
14,normal,15,13000.0,1238409807100.0,1238409820100.0
14,normal,16,7767.0,1238409825333.0,1238409833100.0
14,normal,17,38000.0,1238409837100.0,1238409875100.0
14,normal,18,10934.0,1238409880166.0,1238409891100.0
14,normal,19,11600.0,1238409896500.0,1238409908100.0
14,normal,20,8857.0,1238409913142.0,1238409921999.0
14,normal,21,25767.0,1238409926333.0,1238409952100.0
14,normal,22,8900.0,1238409957200.0,1238409966100.0
14,normal,23,29975.0,1238409971125.0,1238410001100.0
14,normal,24,7833.0,1238410006166.0,1238410013999.0
14,normal,25,9666.0,1238410018333.0,1238410027999.0
14,normal,26,6499.0,1238410032500.0,1238410038999.0
14,normal,27,10900.0,1238410043200.0,1238410054100.0
14,normal,28,4975.0,1238410059125.0,1238410064100.0
14,normal,29,5900.0,1238410069200.0,1238410075100.0
14,normal,30,8900.0,1238410080200.0,1238410089100.0
14,normal,31,5850.0,1238410094250.0,1238410100100.0
14,normal,32,18600.0,1238410105500.0,1238410124100.0
14,normal,33,6600.0,1238410129500.0,1238410136100.0
14,normal,34,15000.0,1238410141100.0,1238410156100.0
14,normal,35,16600.0,1238410161500.0,1238410178100.0
14,normal,36,6975.0,1238410183125.0,1238410190100.0
14,normal,37,7934.0,1238410195166.0,1238410203100.0
14,normal,38,7958.0,1238410208142.0,1238410216100.0
14,normal,39,7600.0,1238410221500.0,1238410229100.0
14,normal,40,6600.0,1238410234500.0,1238410241100.0
14,normal,41,7749.0,1238410246250.0,1238410253999.0
14,normal,42,5850.0,1238410258250.0,1238410264100.0
14,normal,43,4958.0,1238410269142.0,1238410274100.0
14,normal,44,11767.0,1238410279333.0,1238410291100.0
14,normal,45,6833.0,1238410296166.0,1238410302999.0
14,normal,46,10000.0,1238410307100.0,1238410317100.0
14,normal,47,5900.0,1238410322200.0,1238410328100.0
14,normal,48,7600.0,1238410333500.0,1238410341100.0
14,normal,49,5850.0,1238410346250.0,1238410352100.0
14,normal,50,18600.0,1238410357500.0,1238410376100.0
14,normal,51,5900.0,1238410381200.0,1238410387100.0
14,normal,52,6600.0,1238410392500.0,1238410399100.0
14,normal,53,9934.0,1238410404166.0,1238410414100.0
14,normal,54,19874.0,1238410419125.0,1238410438999.0
14,normal,55,8899.0,1238410443100.0,1238410451999.0
14,normal,56,8850.0,1238410456250.0,1238410465100.0
14,normal,57,11666.0,1238410470333.0,1238410481999.0
14,normal,58,6850.0,1238410486250.0,1238410493100.0
14,normal,59,12958.0,1238410498142.0,1238410511100.0
15,modified,0,91989.0,1238411580111.0,1238411672100.0
15,modified,1,70934.0,1238411677166.0,1238411748100.0
15,modified,2,61600.0,1238411753500.0,1238411815100.0
15,modified,3,31767.0,1238411820333.0,1238411852100.0
15,modified,4,25850.0,1238411857250.0,1238411883100.0
15,modified,5,40666.0,1238411888333.0,1238411928999.0
15,modified,6,25499.0,1238411933500.0,1238411958999.0
15,modified,7,29767.0,1238411963333.0,1238411993100.0
15,modified,8,18934.0,1238411998166.0,1238412017100.0
15,modified,9,11958.0,1238412022142.0,1238412034100.0
15,modified,10,20600.0,1238412039500.0,1238412060100.0
15,modified,11,20900.0,1238412065200.0,1238412086100.0
15,modified,12,11900.0,1238412091200.0,1238412103100.0
15,modified,13,19600.0,1238412108500.0,1238412128100.0
15,modified,14,33975.0,1238412134125.0,1238412168100.0
15,modified,15,24899.0,1238412173100.0,1238412197999.0
15,modified,16,12600.0,1238412202500.0,1238412215100.0
15,modified,17,21958.0,1238412220142.0,1238412242100.0
15,modified,18,42900.0,1238412247200.0,1238412290100.0
15,modified,19,21934.0,1238412295166.0,1238412317100.0
15,modified,20,11900.0,1238412322200.0,1238412334100.0
15,modified,21,11958.0,1238412339142.0,1238412351100.0
15,modified,22,17958.0,1238412356142.0,1238412374100.0
15,modified,23,19833.0,1238412379166.0,1238412398999.0
15,modified,24,34850.0,1238412403250.0,1238412438100.0
15,modified,25,14850.0,1238412443250.0,1238412458100.0
15,modified,26,9600.0,1238412463500.0,1238412473100.0
15,modified,27,22000.0,1238412478100.0,1238412500100.0
15,modified,28,10958.0,1238412505142.0,1238412516100.0
15,modified,29,19874.0,1238412521125.0,1238412540999.0
15,modified,30,18000.0,1238412545100.0,1238412563100.0
15,modified,31,10767.0,1238412568333.0,1238412579100.0
15,modified,32,42600.0,1238412584500.0,1238412627100.0
15,modified,33,17958.0,1238412632142.0,1238412650100.0
15,modified,34,20958.0,1238412655142.0,1238412676100.0
15,modified,35,5600.0,1238412681500.0,1238412687100.0
15,modified,36,26600.0,1238412692500.0,1238412719100.0
15,modified,37,11600.0,1238412724500.0,1238412736100.0
15,modified,38,25850.0,1238412741250.0,1238412767100.0
15,modified,39,14000.0,1238412771100.0,1238412785100.0
15,modified,40,17833.0,1238412790166.0,1238412807999.0
15,modified,41,27767.0,1238412812333.0,1238412840100.0
16,modified,1,81975.0,1238414760125.0,1238414842100.0
16,modified,2,34975.0,1238414848125.0,1238414883100.0
16,modified,3,54833.0,1238414888166.0,1238414942999.0
16,modified,4,47666.0,1238414947333.0,1238414994999.0
16,modified,5,50600.0,1238414999500.0,1238415050100.0
16,modified,6,27850.0,1238415055250.0,1238415083100.0
16,modified,7,24934.0,1238415088166.0,1238415113100.0
16,modified,8,36600.0,1238415118500.0,1238415155100.0
16,modified,9,21958.0,1238415160142.0,1238415182100.0
16,modified,10,13934.0,1238415187166.0,1238415201100.0
16,modified,11,13850.0,1238415206250.0,1238415220100.0
16,modified,12,11899.0,1238415224100.0,1238415235999.0
16,modified,13,14767.0,1238415240333.0,1238415255100.0
16,modified,14,18958.0,1238415260142.0,1238415279100.0
16,modified,15,17850.0,1238415284250.0,1238415302100.0
16,modified,16,12850.0,1238415307250.0,1238415320100.0
16,modified,17,9900.0,1238415325200.0,1238415335100.0
16,modified,18,10934.0,1238415340166.0,1238415351100.0
16,modified,19,12000.0,1238415356100.0,1238415368100.0
16,modified,20,31799.0,1238415373200.0,1238415404999.0
16,modified,21,15767.0,1238415409333.0,1238415425100.0
16,modified,22,11767.0,1238415430333.0,1238415442100.0
16,modified,23,15000.0,1238415446100.0,1238415461100.0
16,modified,24,14958.0,1238415466142.0,1238415481100.0
16,modified,25,27850.0,1238415486250.0,1238415514100.0
16,modified,26,14749.0,1238415519250.0,1238415533999.0
16,modified,27,16767.0,1238415538333.0,1238415555100.0
16,modified,28,6975.0,1238415569125.0,1238415576100.0
16,modified,29,21958.0,1238415581142.0,1238415603100.0
16,modified,30,13600.0,1238415608500.0,1238415622100.0
16,modified,31,10958.0,1238415627142.0,1238415638100.0
16,modified,32,9958.0,1238415643142.0,1238415653100.0
16,modified,33,21975.0,1238415658125.0,1238415680100.0
16,modified,34,19000.0,1238415685100.0,1238415704100.0
16,modified,35,15975.0,1238415709125.0,1238415725100.0
16,modified,36,16934.0,1238415730166.0,1238415747100.0
16,modified,37,21499.0,1238415752500.0,1238415773999.0
16,modified,38,17850.0,1238415778250.0,1238415796100.0
16,modified,39,8000.0,1238415801100.0,1238415809100.0
16,modified,40,7850.0,1238415814250.0,1238415822100.0
16,modified,41,17767.0,1238415827333.0,1238415845100.0
16,modified,42,9975.0,1238415850125.0,1238415860100.0
16,modified,43,11899.0,1238415865100.0,1238415876999.0
16,modified,44,7874.0,1238415882125.0,1238415889999.0
16,modified,45,8767.0,1238415894333.0,1238415903100.0
16,modified,46,7975.0,1238415908125.0,1238415916100.0
16,modified,47,18000.0,1238415921100.0,1238415939100.0
16,modified,48,9934.0,1238415944166.0,1238415954100.0
16,modified,49,12000.0,1238415959100.0,1238415971100.0
17,normal,0,102975.0,1238426940125.0,1238427043100.0
17,normal,1,30850.0,1238427048250.0,1238427079100.0
17,normal,2,17600.0,1238427084500.0,1238427102100.0
17,normal,3,38975.0,1238427108125.0,1238427147100.0
17,normal,4,9000.0,1238427152100.0,1238427161100.0
17,normal,5,9857.0,1238427166142.0,1238427175999.0
17,normal,6,6767.0,1238427180333.0,1238427187100.0
17,normal,7,8934.0,1238427192166.0,1238427201100.0
17,normal,8,11934.0,1238427206166.0,1238427218100.0
17,normal,9,15749.0,1238427223250.0,1238427238999.0
17,normal,10,11767.0,1238427243333.0,1238427255100.0
17,normal,11,6989.0,1238427261111.0,1238427268100.0
17,normal,12,19958.0,1238427273142.0,1238427293100.0
17,normal,13,8975.0,1238427298125.0,1238427307100.0
17,normal,14,9767.0,1238427312333.0,1238427322100.0
17,normal,15,5900.0,1238427327200.0,1238427333100.0
17,normal,16,7975.0,1238427338125.0,1238427346100.0
17,normal,17,13850.0,1238427351250.0,1238427365100.0
17,normal,18,10833.0,1238427370166.0,1238427380999.0
17,normal,19,9767.0,1238427385333.0,1238427395100.0
17,normal,20,12900.0,1238427400200.0,1238427413100.0
17,normal,21,11900.0,1238427418200.0,1238427430100.0
17,normal,22,9833.0,1238427435166.0,1238427444999.0
17,normal,23,7767.0,1238427449333.0,1238427457100.0
17,normal,24,9000.0,1238427461100.0,1238427470100.0
17,normal,25,10975.0,1238427475125.0,1238427486100.0
17,normal,26,11000.0,1238427491100.0,1238427502100.0
17,normal,27,24900.0,1238427507200.0,1238427532100.0
17,normal,28,8600.0,1238427537500.0,1238427546100.0
17,normal,29,19767.0,1238427551333.0,1238427571100.0
17,normal,30,10000.0,1238427576100.0,1238427586100.0
17,normal,31,17600.0,1238427591500.0,1238427609100.0
17,normal,32,11958.0,1238427614142.0,1238427626100.0
17,normal,33,11600.0,1238427631500.0,1238427643100.0
17,normal,34,11850.0,1238427648250.0,1238427660100.0
17,normal,35,6000.0,1238427665100.0,1238427671100.0
17,normal,36,11975.0,1238427676125.0,1238427688100.0
17,normal,37,3934.0,1238427693166.0,1238427697100.0
17,normal,38,3958.0,1238427702142.0,1238427706100.0
17,normal,39,3900.0,1238427711200.0,1238427715100.0
17,normal,40,13975.0,1238427720125.0,1238427734100.0
17,normal,41,4934.0,1238427739166.0,1238427744100.0
17,normal,42,6934.0,1238427749166.0,1238427756100.0
17,normal,43,8899.0,1238427761100.0,1238427769999.0
17,normal,44,11850.0,1238427774250.0,1238427786100.0
17,normal,45,5958.0,1238427791142.0,1238427797100.0
17,normal,46,4958.0,1238427802142.0,1238427807100.0
17,normal,47,8499.0,1238427812500.0,1238427820999.0
17,normal,48,3600.0,1238427825500.0,1238427829100.0
17,normal,49,9934.0,1238427834166.0,1238427844100.0
17,normal,50,5799.0,1238427849200.0,1238427854999.0
17,normal,51,5850.0,1238427859250.0,1238427865100.0
17,normal,52,8934.0,1238427870166.0,1238427879100.0
17,normal,53,4600.0,1238427884500.0,1238427889100.0
17,normal,54,13833.0,1238427894166.0,1238427907999.0
17,normal,55,8000.0,1238427912100.0,1238427920100.0
17,normal,56,4975.0,1238427925125.0,1238427930100.0
17,normal,57,14958.0,1238427935142.0,1238427950100.0
17,normal,58,4958.0,1238427955142.0,1238427960100.0
17,normal,59,6900.0,1238427965200.0,1238427972100.0
17,normal,60,6767.0,1238427977333.0,1238427984100.0
17,normal,61,16000.0,1238427988100.0,1238428004100.0
17,normal,62,12000.0,1238428009100.0,1238428021100.0
17,normal,63,6975.0,1238428027125.0,1238428034100.0
17,normal,64,4767.0,1238428039333.0,1238428044100.0
17,normal,65,10767.0,1238428049333.0,1238428060100.0
17,normal,66,10000.0,1238428064100.0,1238428074100.0
17,normal,67,6958.0,1238428079142.0,1238428086100.0
17,normal,68,5934.0,1238428091166.0,1238428097100.0
17,normal,69,4958.0,1238428102142.0,1238428107100.0
17,normal,70,19874.0,1238428112125.0,1238428131999.0
17,normal,71,9850.0,1238428136250.0,1238428146100.0
17,normal,72,3975.0,1238428151125.0,1238428155100.0
