Pair,Condtion,Game,Time,Time2,Time3
17,normal,73,9000.0,1238428159100.0,1238428168100.0
17,normal,74,7934.0,1238428173166.0,1238428181100.0
17,normal,75,4666.0,1238428186333.0,1238428190999.0
17,normal,76,7850.0,1238428195250.0,1238428203100.0
18,modified,0,74975.0,1238400000125.0,1238400075100.0
18,modified,1,59600.0,1238400080500.0,1238400140100.0
18,modified,2,47900.0,1238400145200.0,1238400193100.0
18,modified,3,31975.0,1238400198125.0,1238400230100.0
18,modified,4,24975.0,1238400235125.0,1238400260100.0
18,modified,5,56850.0,1238400265250.0,1238400322100.0
18,modified,6,9767.0,1238400327333.0,1238400337100.0
18,modified,7,35899.0,1238400341100.0,1238400376999.0
18,modified,8,47000.0,1238400381100.0,1238400428100.0
18,modified,9,10499.0,1238400433500.0,1238400443999.0
18,modified,10,17000.0,1238400448100.0,1238400465100.0
18,modified,11,24874.0,1238400470125.0,1238400494999.0
18,modified,12,27850.0,1238400499250.0,1238400527100.0
18,modified,13,19899.0,1238400531100.0,1238400550999.0
18,modified,14,9767.0,1238400555333.0,1238400565100.0
18,modified,15,23874.0,1238400570125.0,1238400593999.0
18,modified,16,10899.0,1238400598100.0,1238400608999.0
18,modified,17,20600.0,1238400613500.0,1238400634100.0
18,modified,18,7857.0,1238400639142.0,1238400646999.0
18,modified,19,10850.0,1238400651250.0,1238400662100.0
18,modified,20,6850.0,1238400667250.0,1238400674100.0
18,modified,21,31000.0,1238400679100.0,1238400710100.0
18,modified,22,8900.0,1238400715200.0,1238400724100.0
18,modified,23,5958.0,1238400729142.0,1238400735100.0
18,modified,24,8958.0,1238400740142.0,1238400749100.0
18,modified,25,5975.0,1238400754125.0,1238400760100.0
18,modified,26,7857.0,1238400765142.0,1238400772999.0
18,modified,27,11850.0,1238400777250.0,1238400789100.0
18,modified,28,7666.0,1238400794333.0,1238400801999.0
18,modified,29,17767.0,1238400806333.0,1238400824100.0
18,modified,30,10600.0,1238400829500.0,1238400840100.0
18,modified,31,10000.0,1238400845100.0,1238400855100.0
18,modified,32,8000.0,1238400860100.0,1238400868100.0
18,modified,33,122934.0,1238400873166.0,1238400996100.0
18,modified,34,6767.0,1238401001333.0,1238401008100.0
18,modified,35,10900.0,1238401013200.0,1238401024100.0
18,modified,36,5958.0,1238401029142.0,1238401035100.0
18,modified,37,11958.0,1238401040142.0,1238401052100.0
18,modified,38,4900.0,1238401057200.0,1238401062100.0
18,modified,39,9600.0,1238401067500.0,1238401077100.0
18,modified,40,4975.0,1238401082125.0,1238401087100.0
18,modified,41,13000.0,1238401092100.0,1238401105100.0
18,modified,42,14000.0,1238401110100.0,1238401124100.0
18,modified,43,19850.0,1238401129250.0,1238401149100.0
18,modified,44,6874.0,1238401154125.0,1238401160999.0
18,modified,45,7749.0,1238401165250.0,1238401172999.0
18,modified,46,11600.0,1238401177500.0,1238401189100.0
18,modified,47,8850.0,1238401194250.0,1238401203100.0
18,modified,48,7958.0,1238401208142.0,1238401216100.0
18,modified,49,7989.0,1238401221111.0,1238401229100.0
18,modified,50,5975.0,1238401234125.0,1238401240100.0
18,modified,51,8600.0,1238401245500.0,1238401254100.0
18,modified,52,7499.0,1238401259500.0,1238401266999.0
18,modified,53,7000.0,1238401271100.0,1238401278100.0
18,modified,54,15874.0,1238401283125.0,1238401298999.0
18,modified,55,9850.0,1238401303250.0,1238401313100.0
18,modified,56,7499.0,1238401318500.0,1238401325999.0
19,normal,0,109989.0,1238405400111.0,1238405510100.0
19,normal,1,57857.0,1238405515142.0,1238405572999.0
19,normal,2,47850.0,1238405577250.0,1238405625100.0
19,normal,3,15000.0,1238405630100.0,1238405645100.0
19,normal,4,12600.0,1238405650500.0,1238405663100.0
19,normal,5,40900.0,1238405668200.0,1238405709100.0
19,normal,6,23934.0,1238405714166.0,1238405738100.0
19,normal,7,18767.0,1238405743333.0,1238405762100.0
19,normal,8,20934.0,1238405767166.0,1238405788100.0
19,normal,9,16989.0,1238405793111.0,1238405810100.0
19,normal,10,13958.0,1238405815142.0,1238405829100.0
19,normal,11,22600.0,1238405834500.0,1238405857100.0
19,normal,12,7958.0,1238405862142.0,1238405870100.0
19,normal,13,13900.0,1238405875200.0,1238405889100.0
19,normal,14,22899.0,1238405894100.0,1238405916999.0
19,normal,15,16600.0,1238405921500.0,1238405938100.0
19,normal,16,9975.0,1238405944125.0,1238405954100.0
19,normal,17,12899.0,1238405958100.0,1238405970999.0
19,normal,18,8666.0,1238405975333.0,1238405983999.0
19,normal,19,14749.0,1238405988250.0,1238406002999.0
19,normal,20,6000.0,1238406007100.0,1238406013100.0
19,normal,21,9975.0,1238406018125.0,1238406028100.0
19,normal,22,8767.0,1238406033333.0,1238406042100.0
19,normal,23,10600.0,1238406047500.0,1238406058100.0
19,normal,24,8600.0,1238406063500.0,1238406072100.0
19,normal,25,8600.0,1238406077500.0,1238406086100.0
19,normal,26,15499.0,1238406091500.0,1238406106999.0
19,normal,27,13767.0,1238406111333.0,1238406125100.0
19,normal,28,8000.0,1238406130100.0,1238406138100.0
19,normal,29,7600.0,1238406143500.0,1238406151100.0
19,normal,30,7934.0,1238406156166.0,1238406164100.0
19,normal,31,9975.0,1238406169125.0,1238406179100.0
19,normal,32,10767.0,1238406184333.0,1238406195100.0
19,normal,33,7900.0,1238406200200.0,1238406208100.0
19,normal,34,13000.0,1238406213100.0,1238406226100.0
19,normal,35,20975.0,1238406231125.0,1238406252100.0
19,normal,36,9850.0,1238406257250.0,1238406267100.0
19,normal,37,11975.0,1238406272125.0,1238406284100.0
19,normal,38,8975.0,1238406289125.0,1238406298100.0
19,normal,39,13000.0,1238406303100.0,1238406316100.0
19,normal,40,11857.0,1238406321142.0,1238406332999.0
19,normal,41,6749.0,1238406337250.0,1238406343999.0
19,normal,42,8499.0,1238406348500.0,1238406356999.0
19,normal,43,43850.0,1238406361250.0,1238406405100.0
19,normal,44,9666.0,1238406410333.0,1238406419999.0
19,normal,45,14000.0,1238406424100.0,1238406438100.0
19,normal,46,9600.0,1238406443500.0,1238406453100.0
19,normal,47,14958.0,1238406458142.0,1238406473100.0
19,normal,48,7600.0,1238406478500.0,1238406486100.0
19,normal,49,9767.0,1238406491333.0,1238406501100.0
19,normal,50,8900.0,1238406506200.0,1238406515100.0
19,normal,51,12850.0,1238406520250.0,1238406533100.0
19,normal,52,8874.0,1238406541125.0,1238406549999.0
19,normal,53,10850.0,1238406554250.0,1238406565100.0
19,normal,54,12934.0,1238406570166.0,1238406583100.0
19,normal,55,19958.0,1238406589142.0,1238406609100.0
19,normal,56,8958.0,1238406614142.0,1238406623100.0
19,normal,57,10900.0,1238406628200.0,1238406639100.0
19,normal,58,9499.0,1238406644500.0,1238406653999.0
19,normal,59,7975.0,1238406659125.0,1238406667100.0
21,normal,0,73989.0,1238396700111.0,1238396774100.0
21,normal,1,16900.0,1238396779200.0,1238396796100.0
21,normal,2,11934.0,1238396801166.0,1238396813100.0
21,normal,3,19499.0,1238396818500.0,1238396837999.0
21,normal,4,16666.0,1238396842333.0,1238396858999.0
21,normal,5,23767.0,1238396863333.0,1238396887100.0
21,normal,6,13975.0,1238396892125.0,1238396906100.0
21,normal,7,28900.0,1238396911200.0,1238396940100.0
21,normal,8,18850.0,1238396945250.0,1238396964100.0
21,normal,9,17975.0,1238396969125.0,1238396987100.0
21,normal,10,38900.0,1238396992200.0,1238397031100.0
21,normal,11,13850.0,1238397036250.0,1238397050100.0
21,normal,12,22934.0,1238397055166.0,1238397078100.0
21,normal,13,35000.0,1238397082100.0,1238397117100.0
21,normal,14,17958.0,1238397122142.0,1238397140100.0
21,normal,15,14934.0,1238397145166.0,1238397160100.0
21,normal,16,22000.0,1238397164100.0,1238397186100.0
21,normal,17,16874.0,1238397191125.0,1238397207999.0
21,normal,18,14767.0,1238397212333.0,1238397227100.0
21,normal,19,8975.0,1238397232125.0,1238397241100.0
21,normal,20,14499.0,1238397246500.0,1238397260999.0
21,normal,21,14975.0,1238397266125.0,1238397281100.0
21,normal,22,18850.0,1238397286250.0,1238397305100.0
21,normal,23,19600.0,1238397310500.0,1238397330100.0
21,normal,24,9767.0,1238397335333.0,1238397345100.0
21,normal,25,6600.0,1238397349500.0,1238397356100.0
21,normal,26,14975.0,1238397361125.0,1238397376100.0
21,normal,27,7749.0,1238397381250.0,1238397388999.0
21,normal,28,11000.0,1238397393100.0,1238397404100.0
21,normal,29,9934.0,1238397409166.0,1238397419100.0
21,normal,30,10958.0,1238397424142.0,1238397435100.0
21,normal,31,15600.0,1238397440500.0,1238397456100.0
21,normal,32,6975.0,1238397461125.0,1238397468100.0
21,normal,33,6600.0,1238397473500.0,1238397480100.0
21,normal,34,16600.0,1238397485500.0,1238397502100.0
21,normal,35,17975.0,1238397508125.0,1238397526100.0
21,normal,36,5958.0,1238397531142.0,1238397537100.0
21,normal,37,9958.0,1238397542142.0,1238397552100.0
21,normal,38,13000.0,1238397556100.0,1238397569100.0
21,normal,39,10499.0,1238397574500.0,1238397584999.0
21,normal,40,14850.0,1238397589250.0,1238397604100.0
21,normal,41,19958.0,1238397609142.0,1238397629100.0
21,normal,42,10850.0,1238397634250.0,1238397645100.0
21,normal,43,9767.0,1238397650333.0,1238397660100.0
21,normal,44,12989.0,1238397665111.0,1238397678100.0
21,normal,45,5958.0,1238397683142.0,1238397689100.0
21,normal,46,25900.0,1238397694200.0,1238397720100.0
21,normal,47,17900.0,1238397725200.0,1238397743100.0
21,normal,48,10767.0,1238397748333.0,1238397759100.0
21,normal,49,8958.0,1238397764142.0,1238397773100.0
21,normal,50,6850.0,1238397778250.0,1238397785100.0
21,normal,51,14000.0,1238397789100.0,1238397803100.0
21,normal,52,13975.0,1238397808125.0,1238397822100.0
21,normal,53,12975.0,1238397827125.0,1238397840100.0
21,normal,54,18934.0,1238397845166.0,1238397864100.0
21,normal,55,25850.0,1238397869250.0,1238397895100.0
21,normal,56,15958.0,1238397900142.0,1238397916100.0
21,normal,57,9000.0,1238397921100.0,1238397930100.0
21,normal,58,11900.0,1238397935200.0,1238397947100.0
21,normal,59,8934.0,1238397952166.0,1238397961100.0
22,modified,0,61989.0,1238407920111.0,1238407982100.0
22,modified,1,71958.0,1238407987142.0,1238408059100.0
22,modified,2,64958.0,1238408064142.0,1238408129100.0
22,modified,3,55975.0,1238408134125.0,1238408190100.0
22,modified,4,86850.0,1238408195250.0,1238408282100.0
22,modified,5,45958.0,1238408287142.0,1238408333100.0
22,modified,6,23600.0,1238408338500.0,1238408362100.0
22,modified,7,44850.0,1238408367250.0,1238408412100.0
22,modified,8,62975.0,1238408417125.0,1238408480100.0
22,modified,9,27799.0,1238408485200.0,1238408512999.0
22,modified,10,14767.0,1238408517333.0,1238408532100.0
22,modified,11,51600.0,1238408537500.0,1238408589100.0
22,modified,12,21833.0,1238408594166.0,1238408615999.0
22,modified,13,46767.0,1238408620333.0,1238408667100.0
22,modified,14,23934.0,1238408672166.0,1238408696100.0
22,modified,15,16975.0,1238408701125.0,1238408718100.0
22,modified,16,8000.0,1238408723100.0,1238408731100.0
22,modified,17,17958.0,1238408736142.0,1238408754100.0
22,modified,18,15799.0,1238408759200.0,1238408774999.0
22,modified,19,20000.0,1238408779100.0,1238408799100.0
22,modified,20,10958.0,1238408804142.0,1238408815100.0
22,modified,21,9934.0,1238408820166.0,1238408830100.0
22,modified,22,14749.0,1238408835250.0,1238408849999.0
22,modified,23,25767.0,1238408854333.0,1238408880100.0
22,modified,24,16600.0,1238408885500.0,1238408902100.0
22,modified,25,14934.0,1238408907166.0,1238408922100.0
22,modified,26,10799.0,1238408927200.0,1238408937999.0
22,modified,27,9666.0,1238408942333.0,1238408951999.0
22,modified,28,15000.0,1238408956100.0,1238408971100.0
22,modified,29,14958.0,1238408976142.0,1238408991100.0
22,modified,30,7900.0,1238408996200.0,1238409004100.0
22,modified,31,12799.0,1238409009200.0,1238409021999.0
22,modified,32,12666.0,1238409026333.0,1238409038999.0
22,modified,33,7975.0,1238409044125.0,1238409052100.0
22,modified,34,9600.0,1238409057500.0,1238409067100.0
22,modified,35,16934.0,1238409072166.0,1238409089100.0
22,modified,36,9767.0,1238409094333.0,1238409104100.0
22,modified,37,13000.0,1238409108100.0,1238409121100.0
22,modified,38,7958.0,1238409126142.0,1238409134100.0
22,modified,39,10934.0,1238409139166.0,1238409150100.0
22,modified,40,29899.0,1238409155100.0,1238409184999.0
22,modified,41,13600.0,1238409189500.0,1238409203100.0
22,modified,42,6975.0,1238409208125.0,1238409215100.0
22,modified,43,9600.0,1238409220500.0,1238409230100.0
22,modified,44,9958.0,1238409235142.0,1238409245100.0
22,modified,45,9600.0,1238409250500.0,1238409260100.0
22,modified,46,9874.0,1238409265125.0,1238409274999.0
22,modified,47,14850.0,1238409279250.0,1238409294100.0
23,normal,1,17874.0,1238401020125.0,1238401037999.0
23,normal,2,31975.0,1238401043125.0,1238401075100.0
23,normal,3,43833.0,1238401080166.0,1238401123999.0
23,normal,4,49000.0,1238401128100.0,1238401177100.0
23,normal,5,14857.0,1238401182142.0,1238401196999.0
23,normal,6,13666.0,1238401201333.0,1238401214999.0
23,normal,7,8000.0,1238401219100.0,1238401227100.0
23,normal,8,20000.0,1238401231100.0,1238401251100.0
23,normal,9,26900.0,1238401256200.0,1238401283100.0
23,normal,10,7900.0,1238401288200.0,1238401296100.0
23,normal,11,37934.0,1238401301166.0,1238401339100.0
23,normal,12,16767.0,1238401344333.0,1238401361100.0
23,normal,13,10767.0,1238401366333.0,1238401377100.0
23,normal,14,14958.0,1238401382142.0,1238401397100.0
23,normal,15,10900.0,1238401402200.0,1238401413100.0
23,normal,16,10900.0,1238401418200.0,1238401429100.0
23,normal,17,13934.0,1238401434166.0,1238401448100.0
23,normal,18,5975.0,1238401453125.0,1238401459100.0
23,normal,19,24975.0,1238401464125.0,1238401489100.0
23,normal,20,7850.0,1238401494250.0,1238401502100.0
23,normal,21,7900.0,1238401507200.0,1238401515100.0
23,normal,22,8600.0,1238401520500.0,1238401529100.0
23,normal,23,10958.0,1238401534142.0,1238401545100.0
23,normal,24,23850.0,1238401550250.0,1238401574100.0
23,normal,25,8975.0,1238401579125.0,1238401588100.0
23,normal,26,12934.0,1238401593166.0,1238401606100.0
23,normal,27,11833.0,1238401611166.0,1238401622999.0
23,normal,28,18749.0,1238401627250.0,1238401645999.0
23,normal,29,5767.0,1238401650333.0,1238401656100.0
23,normal,30,8958.0,1238401661142.0,1238401670100.0
23,normal,31,5958.0,1238401675142.0,1238401681100.0
23,normal,32,6600.0,1238401686500.0,1238401693100.0
23,normal,33,19899.0,1238401697100.0,1238401716999.0
23,normal,34,9767.0,1238401721333.0,1238401731100.0
23,normal,35,12900.0,1238401736200.0,1238401749100.0
23,normal,36,22833.0,1238401754166.0,1238401776999.0
23,normal,37,12666.0,1238401781333.0,1238401793999.0
23,normal,38,10767.0,1238401798333.0,1238401809100.0
23,normal,39,4900.0,1238401814200.0,1238401819100.0
23,normal,40,6600.0,1238401824500.0,1238401831100.0
23,normal,41,6989.0,1238401836111.0,1238401843100.0
23,normal,42,23975.0,1238401848125.0,1238401872100.0
23,normal,43,7850.0,1238401877250.0,1238401885100.0
23,normal,44,8600.0,1238401890500.0,1238401899100.0
23,normal,45,6899.0,1238401904100.0,1238401910999.0
23,normal,46,7000.0,1238401915100.0,1238401922100.0
23,normal,47,12874.0,1238401927125.0,1238401939999.0
23,normal,48,12850.0,1238401944250.0,1238401957100.0
23,normal,49,5989.0,1238401962111.0,1238401968100.0
23,normal,50,5767.0,1238401973333.0,1238401979100.0
23,normal,51,16958.0,1238401984142.0,1238402001100.0
23,normal,52,7934.0,1238402006166.0,1238402014100.0
23,normal,53,6989.0,1238402020111.0,1238402027100.0
23,normal,54,5934.0,1238402032166.0,1238402038100.0
23,normal,55,5767.0,1238402043333.0,1238402049100.0
23,normal,56,7958.0,1238402054142.0,1238402062100.0
23,normal,57,5857.0,1238402067142.0,1238402072999.0
23,normal,58,7874.0,1238402078125.0,1238402085999.0
23,normal,59,5767.0,1238402090333.0,1238402096100.0
23,normal,60,8975.0,1238402101125.0,1238402110100.0
23,normal,61,5600.0,1238402115500.0,1238402121100.0
23,normal,62,6850.0,1238402126250.0,1238402133100.0
23,normal,63,15749.0,1238402138250.0,1238402153999.0
23,normal,64,5975.0,1238402159125.0,1238402165100.0
23,normal,65,7000.0,1238402170100.0,1238402177100.0
23,normal,66,5767.0,1238402182333.0,1238402188100.0
23,normal,67,9850.0,1238402193250.0,1238402203100.0
23,normal,68,3934.0,1238402208166.0,1238402212100.0
23,normal,69,7600.0,1238402217500.0,1238402225100.0
23,normal,70,4850.0,1238402230250.0,1238402235100.0
23,normal,71,9900.0,1238402240200.0,1238402250100.0
23,normal,72,6900.0,1238402255200.0,1238402262100.0
23,normal,73,8934.0,1238402267166.0,1238402276100.0
24,modified,0,87975.0,1238404800125.0,1238404888100.0
24,modified,1,28958.0,1238404893142.0,1238404922100.0
24,modified,2,37958.0,1238404927142.0,1238404965100.0
24,modified,3,20000.0,1238404970100.0,1238404990100.0
24,modified,4,10958.0,1238404995142.0,1238405006100.0
24,modified,5,39833.0,1238405011166.0,1238405050999.0
24,modified,6,11850.0,1238405055250.0,1238405067100.0
24,modified,7,13000.0,1238405072100.0,1238405085100.0
24,modified,8,12958.0,1238405090142.0,1238405103100.0
24,modified,9,34958.0,1238405108142.0,1238405143100.0
24,modified,10,19934.0,1238405148166.0,1238405168100.0
24,modified,11,17934.0,1238405173166.0,1238405191100.0
24,modified,12,16799.0,1238405196200.0,1238405212999.0
24,modified,13,12799.0,1238405217200.0,1238405229999.0
24,modified,14,14850.0,1238405234250.0,1238405249100.0
24,modified,15,11850.0,1238405254250.0,1238405266100.0
24,modified,16,14850.0,1238405271250.0,1238405286100.0
24,modified,17,25767.0,1238405291333.0,1238405317100.0
24,modified,18,13975.0,1238405322125.0,1238405336100.0
24,modified,19,14499.0,1238405341500.0,1238405355999.0
24,modified,20,8666.0,1238405360333.0,1238405368999.0
24,modified,21,8000.0,1238405373100.0,1238405381100.0
24,modified,22,12900.0,1238405386200.0,1238405399100.0
24,modified,23,10975.0,1238405404125.0,1238405415100.0
24,modified,24,11958.0,1238405420142.0,1238405432100.0
24,modified,25,30850.0,1238405437250.0,1238405468100.0
24,modified,26,13958.0,1238405473142.0,1238405487100.0
24,modified,27,9989.0,1238405492111.0,1238405502100.0
24,modified,28,20934.0,1238405507166.0,1238405528100.0
24,modified,29,8975.0,1238405533125.0,1238405542100.0
24,modified,30,11934.0,1238405547166.0,1238405559100.0
24,modified,31,12958.0,1238405564142.0,1238405577100.0
24,modified,32,8767.0,1238405582333.0,1238405591100.0
24,modified,33,16600.0,1238405596500.0,1238405613100.0
24,modified,34,14857.0,1238405618142.0,1238405632999.0
24,modified,35,15767.0,1238405637333.0,1238405653100.0
24,modified,36,13666.0,1238405658333.0,1238405671999.0
24,modified,37,13767.0,1238405676333.0,1238405690100.0
24,modified,38,22600.0,1238405695500.0,1238405718100.0
24,modified,39,16975.0,1238405724125.0,1238405741100.0
24,modified,40,13767.0,1238405746333.0,1238405760100.0
24,modified,41,13958.0,1238405765142.0,1238405779100.0
24,modified,42,11000.0,1238405784100.0,1238405795100.0
24,modified,43,13900.0,1238405800200.0,1238405814100.0
24,modified,44,10975.0,1238405819125.0,1238405830100.0
24,modified,45,11850.0,1238405835250.0,1238405847100.0
24,modified,46,16888.0,1238405852111.0,1238405868999.0
24,modified,47,6767.0,1238405873333.0,1238405880100.0
24,modified,48,10850.0,1238405885250.0,1238405896100.0
24,modified,49,13000.0,1238405901100.0,1238405914100.0
24,modified,50,13000.0,1238405918100.0,1238405931100.0
24,modified,51,7958.0,1238405936142.0,1238405944100.0
24,modified,52,10857.0,1238405949142.0,1238405959999.0
24,modified,53,12600.0,1238405964500.0,1238405977100.0
24,modified,54,14600.0,1238405982500.0,1238405997100.0
24,modified,55,10900.0,1238406002200.0,1238406013100.0
24,modified,56,6975.0,1238406018125.0,1238406025100.0
24,modified,57,13934.0,1238406030166.0,1238406044100.0
24,modified,58,17000.0,1238406048100.0,1238406065100.0
24,modified,59,12975.0,1238406070125.0,1238406083100.0
24,modified,60,15499.0,1238406088500.0,1238406103999.0
24,modified,61,9850.0,1238406108250.0,1238406118100.0
24,modified,62,13934.0,1238406123166.0,1238406137100.0
24,modified,63,19900.0,1238406142200.0,1238406162100.0
25,modified,1,36874.0,1238404320125.0,1238404356999.0
25,modified,2,41767.0,1238404361333.0,1238404403100.0
25,modified,3,53958.0,1238404408142.0,1238404462100.0
25,modified,4,27900.0,1238404467200.0,1238404495100.0
25,modified,5,64850.0,1238404500250.0,1238404565100.0
25,modified,6,10958.0,1238404570142.0,1238404581100.0
25,modified,7,39975.0,1238404586125.0,1238404626100.0
25,modified,8,23850.0,1238404631250.0,1238404655100.0
25,modified,9,52975.0,1238404660125.0,1238404713100.0
25,modified,10,45600.0,1238404718500.0,1238404764100.0
25,modified,11,25767.0,1238404769333.0,1238404795100.0
25,modified,12,20975.0,1238404800125.0,1238404821100.0
25,modified,13,11767.0,1238404826333.0,1238404838100.0
25,modified,14,17767.0,1238404843333.0,1238404861100.0
25,modified,15,24000.0,1238404866100.0,1238404890100.0
25,modified,16,27900.0,1238404895200.0,1238404923100.0
25,modified,17,17958.0,1238404928142.0,1238404946100.0
25,modified,18,16899.0,1238404950100.0,1238404966999.0
25,modified,19,33000.0,1238404971100.0,1238405004100.0
25,modified,20,6975.0,1238405009125.0,1238405016100.0
25,modified,21,11000.0,1238405020100.0,1238405031100.0
25,modified,22,9600.0,1238405036500.0,1238405046100.0
25,modified,23,12600.0,1238405051500.0,1238405064100.0
25,modified,24,41499.0,1238405069500.0,1238405110999.0
25,modified,25,18850.0,1238405115250.0,1238405134100.0
25,modified,26,7900.0,1238405139200.0,1238405147100.0
25,modified,27,13600.0,1238405152500.0,1238405166100.0
25,modified,28,21989.0,1238405171111.0,1238405193100.0
25,modified,29,12900.0,1238405198200.0,1238405211100.0
25,modified,30,11958.0,1238405216142.0,1238405228100.0
25,modified,31,9975.0,1238405233125.0,1238405243100.0
25,modified,32,11900.0,1238405248200.0,1238405260100.0
25,modified,33,18857.0,1238405265142.0,1238405283999.0
25,modified,34,12850.0,1238405288250.0,1238405301100.0
25,modified,35,46934.0,1238405306166.0,1238405353100.0
25,modified,36,8958.0,1238405358142.0,1238405367100.0
25,modified,37,6934.0,1238405372166.0,1238405379100.0
25,modified,38,34900.0,1238405384200.0,1238405419100.0
25,modified,39,32958.0,1238405424142.0,1238405457100.0
25,modified,40,21900.0,1238405462200.0,1238405484100.0
25,modified,41,15850.0,1238405489250.0,1238405505100.0
25,modified,42,18900.0,1238405510200.0,1238405529100.0
25,modified,43,25666.0,1238405534333.0,1238405559999.0
