"Pair","Condtion","Game","X","Y","Z","Role","Success","Target","Introducer","Succ_Introducer","Participant","Zdif","Xdif","Xratio","Zratio"
3,"normal",20,0.158432037398894,0.190766565111105,0.0957665917365658,"director",0,"luck",1,0,28,3.46317441761494,5.45949874073267,1.57644348288198,0.634339264844335
3,"normal",21,0.00122383027761715,0.000775071482946703,0.00084690375802303,"matcher",1,"reality",0,0,28,0.0293688923120498,0.0372060537338242,1.26685246888113,0.789357896490655
3,"normal",22,0.0943538427162354,0.184485004875091,0.177369610648398,"director",1,"fear",0,0,28,1.85662147402763,1.38009032607079,0.743334247382644,1.34528982556784
3,"normal",23,0.0109825505498162,0.0069323089241207,0.00748322445246867,"matcher",0,"luck",0,0,28,0.0419533923268317,0.0602836012840268,1.43691839778763,0.695933743725227
3,"normal",24,0.160150138602262,0.184503694667577,0.0690467512831371,"director",1,"death",0,0,28,1.63748676329851,4.63302953541279,2.82935388502325,0.353437583503904
3,"normal",25,0.00534725295203238,0.00107324230937187,0.000423685637398873,"matcher",0,"war",0,0,28,0.0220042690634721,0.0506198108196252,2.30045409250407,0.434696785846957
3,"normal",26,0.176458085597971,0.347050574911088,0.0833807901857619,"director",0,"freedom",0,0,28,3.64717839844525,7.36828427761793,2.02026977368558,0.494983399259445
3,"normal",27,0.00211781919492247,0.00117182753162017,0.000740174748358269,"matcher",0,"luck",0,0,28,0.0274978056550021,0.0357185900211332,1.29896146875399,0.769845776071585
3,"normal",28,0.161768191216435,0.16928190602548,0.0789458976659881,"director",0,"luck",0,0,28,2.8735064715147,7.3144301623106,2.54547196424269,0.392854454516655
3,"normal",29,0.0585188603360227,0.0575367379101364,0.0238726492501421,"matcher",1,"strength",0,0,28,0.242748521268368,0.556214511394501,2.29131987493997,0.436429680088293
3,"normal",30,0.151275532547575,0.193487937239081,0.0755060487738901,"director",0,"reality",0,0,28,2.73292084783316,4.12185449898243,1.50822315335276,0.663031858234646
3,"normal",31,0.0367652142357178,0.0146688478984354,0.00893574529287081,"matcher",1,"anger",0,0,28,0.0747006535530088,0.229397594928741,3.07089140479818,0.325638346715071
3,"normal",32,0.110341788845131,0.199994869670415,0.206220729017656,"director",1,"fear",0,0,28,2.1089336425066,1.50917994976044,0.715612819361487,1.39740369784356
3,"normal",33,0.000280085939264756,0.000692366714915539,0.000466342934891468,"matcher",1,"anger",0,0,28,0.0150088965892793,0.0130515396594996,0.869586886808333,1.14997134291011
3,"normal",34,0.184204270362387,0.233878129368467,0.0654759239299038,"director",0,"reality",0,0,28,2.44684693962336,5.21740195155144,2.13229600391537,0.46897803971108
3,"normal",35,0.000498286143689968,0.000572602848798165,0.0004569549044684,"matcher",0,"freedom",0,0,28,0.0180149376392364,0.0275678932666779,1.53027969448172,0.653475311478066
3,"normal",36,0.033596221595261,0.299877727919524,0.0862738771052543,"director",1,"strength",0,0,28,1.9750527930446,0.641562521457672,0.324833100014854,3.07850400699397
3,"normal",37,0.0163683340743998,0.00383605057787088,0.00201376551549597,"matcher",1,"anger",0,0,28,0.0186926871538162,0.0660821199417112,3.5351856797229,0.282870573315511
3,"normal",38,0.247588446263613,0.207901838523421,0.0590407727558624,"director",1,"war",0,0,28,1.12737408280373,5.74521211534739,5.09610093311646,0.196228452521732
3,"normal",39,0.0247113605279661,0.00821861797546835,0.0039943581043678,"matcher",1,"fear",0,0,28,0.0355214178562164,0.284937888383865,8.02157981241731,0.124663722531566
3,"normal",40,0.140737318560169,0.163762832604925,0.0403046753775172,"director",0,"envy",1,0,28,0.993542555719614,2.52939540147781,2.54583498906677,0.392798435206742
3,"normal",41,0.0119362890931379,0.00589841920993424,0.00346155162831039,"matcher",1,"freedom",0,0,28,0.0607021749019619,0.120185852050782,1.97992662116126,0.505069222925788
3,"normal",42,0.233325530018951,0.192390878978402,0.0473128477915559,"director",1,"war",0,0,28,1.23633226752281,5.50119313597679,4.44960734301573,0.224738931530585
3,"normal",43,0.0223717467848885,0.015878280355656,0.0305823994623015,"matcher",0,"envy",0,0,28,0.113131813704967,0.107887983322143,0.953648490101115,1.04860439709182
3,"normal",44,0.209157991032721,0.225462057019125,0.0553210239272172,"director",0,"luck",0,0,28,1.04430519044399,4.06998561322689,3.89731435835966,0.256586948870322
