"Pair","Condtion","Game","X","Y","Z","Role","Success","Target","Introducer","Succ_Introducer","Participant","Zdif","Xdif","Zratio","Xratio"
13,"modified",9,0.00708274273101482,0.0396674609439483,0.0120528300661546,"matcher",1,"strength",0,0,13,0.227306667715311,0.324560090899468,0.700353105908265,1.42785116759514
13,"modified",10,0.162512081216675,0.29771977736089,0.070768397386319,"director",1,"luxury",1,1,13,3.28513896092772,5.45850548148155,0.601838538419141,1.66157521687913
13,"modified",11,0.0388928608981345,0.0042088280272362,0.0162203478541068,"matcher",0,"luxury",0,0,13,0.119778230786323,0.230199426412582,0.520323758633731,1.92188033586205
13,"modified",12,0.174660467686923,0.197844149828976,0.0396237464132239,"director",1,"envy",0,0,13,1.74379054550082,5.418303206563,0.32183332660096,3.10719840782648
13,"modified",13,0.0351634560852873,0.0425334339307216,0.0235805301660109,"matcher",0,"strength",0,0,13,0.366908222436905,0.641203179955482,0.572218344990707,1.74758465672092
13,"modified",14,0.217226738959377,0.26245580391363,0.112213638690369,"director",0,"luxury",0,0,13,3.90354789234698,6.6163165809121,0.589988076388094,1.69494950833922
13,"modified",15,0.0103475124299836,0.0152864909444404,0.0062610233150902,"matcher",0,"war",0,0,13,0.0999191142618651,0.164936035871506,0.60580523676286,1.6506955359837
13,"modified",16,0.0300612042386925,0.249597203328255,0.131742800944543,"director",1,"war",1,1,13,3.50112526863813,1.33345077931881,2.62561267572747,0.380863487308894
13,"modified",17,0.0103173778140348,0.00142138394665873,0.00340909066260101,"matcher",0,"envy",0,0,13,0.0341274500824512,0.086463704705238,0.394702611908598,2.53355303418051
13,"modified",18,0.287486293676017,0.230440508099504,0.136967279827193,"director",1,"death",0,0,13,5.57277866080403,3.49575817584992,1.59415450968634,0.627291767469112
13,"modified",19,0.0159189461973498,0.00416525158980208,0.00129242627331489,"matcher",1,"reality",0,0,13,0.0407042987644671,0.142792105674744,0.285059867785581,3.50803502354877
13,"modified",20,0.32360285030708,0.321107370274587,0.289343414670705,"director",1,"luck",1,1,13,2.03415852691978,1.9254549741745,1.05645603465326,0.946560923690699
13,"modified",21,0.00742440928001711,0.00884825333928157,0.0067284268020618,"matcher",0,"war",0,0,13,0.0875917356461283,0.15973375737667,0.54836082919891,1.82361676245344
13,"modified",22,0.285853356423029,0.239791277632814,0.304154919383353,"director",1,"fear",1,1,13,4.15828017005697,2.55379112809897,1.62827731849487,0.614145998744471
13,"modified",23,0.00349662784517283,0.00251659659940998,0.00204326746652296,"matcher",0,"freedom",0,0,13,0.0511934868991375,0.126415625214577,0.404961703209094,2.46936930597526
13,"modified",24,0.279073083657017,0.214085319066494,0.196853069018901,"director",1,"reality",0,0,13,2.42862873524427,3.85521405935287,0.629959503636988,1.58740362551344
13,"modified",25,0.012154342357338,0.00346919947723597,0.00248608126692954,"matcher",1,"freedom",0,0,13,0.0328604634851214,0.154096350073813,0.213246215561764,4.68941499086236
13,"modified",26,0.285039955097545,0.301387827838489,0.125797394376254,"director",0,"death",0,0,13,4.03126914985478,2.8837846070528,1.39790924051526,0.715354023721459
13,"modified",27,0.00299500895959182,0.0043679324657277,0.00238106923172487,"matcher",1,"freedom",0,0,13,0.0436674878001216,0.0929355621337891,0.469868442149823,2.12825529508776
13,"modified",28,0.305403120814815,0.248617733823645,0.18925647376695,"director",1,"death",0,0,13,1.42096729204059,1.29186125099659,1.0999380087795,0.909142144391942
13,"modified",29,0.00347166201838297,0.0101945086565421,0.00547501742760546,"matcher",1,"anger",0,0,13,0.133667200338095,0.123799160122872,1.07971007400558,0.926174557481093
13,"modified",30,0.233865182663859,0.370053336207709,0.14957178404025,"director",1,"death",0,0,13,3.84636490605772,2.98807545006275,1.28723821414113,0.776856986542481
13,"modified",31,0.00219284340929411,0.00179270970487132,0.00252675947799243,"matcher",0,"luxury",0,0,13,0.0704851066693663,0.119233652949335,0.591151113178736,1.6916148472136
13,"modified",32,0.480082809316532,0.39321001973073,0.307343236954207,"director",1,"freedom",0,0,13,6.51451352145523,9.17026916146278,0.710395017501981,1.40766753054713
13,"modified",33,0.0026612079120012,0.00339730629297123,0.00195465194305636,"matcher",0,"war",0,0,13,0.0681901164352892,0.131469264626503,0.51867724847335,1.92798123099356
13,"modified",34,0.26097525563305,0.264049180235011,0.26065006609944,"director",1,"fear",0,0,13,2.36505023762584,1.67433882504702,1.4125278600999,0.707950638176636
13,"modified",35,0.00399182854513614,0.00164447958849626,0.00353542855922445,"matcher",0,"envy",0,0,13,0.0486395955085756,0.0934527367353443,0.520472671082086,1.92133046663325
13,"modified",36,0.230398571791601,0.229336794522308,0.0347605629143428,"director",1,"envy",0,0,13,1.8585622869432,3.66081218421459,0.507691242658477,1.96970110172394
13,"modified",37,0.00494936090331311,0.00741796212820863,0.00474002861211773,"matcher",0,"luck",0,0,13,0.0604419820010654,0.0932283699512486,0.648321771931356,1.54244395806883
14,"normal",1,0.104325486395413,0.141416675337195,0.0373536093087533,"director",0,"luxury",1,0,14,2.75176350772381,7.92785639502108,0.347100574305558,2.88100935010175
14,"normal",2,0.00513449897949588,0.00161265704814406,0.00137486094208119,"matcher",0,"luxury",0,0,14,0.0691258013248454,0.171636536717414,0.40274525836335,2.48295908948435
14,"normal",3,0.0813854351392782,0.146214216232001,0.0326362661165722,"director",1,"luxury",0,0,14,5.15979491174221,10.5758315837011,0.487885502989119,2.04966122968057
14,"normal",4,0.0112927696670425,0.0263001807913138,0.0122556584675312,"matcher",1,"envy",0,0,14,0.410361722111702,0.586856216192245,0.69925428203571,1.43009492496598
14,"normal",5,0.0916222696802566,0.198520358097434,0.043284892220859,"director",1,"death",1,1,14,2.31394900381565,4.87489530071616,0.474666400214937,2.10674275564309
14,"normal",6,0.00209332434128029,0.000900197951996555,0.000935906684246373,"matcher",1,"death",0,0,14,0.0231712162494658,0.0424513071775434,0.545830453525429,1.83207073467808
14,"normal",7,0.125396784497394,0.175353167083955,0.0433829131301018,"director",1,"freedom",1,1,14,1.85570050776005,4.92743054032326,0.376606122110512,2.65529406265615
14,"normal",8,0.0221774180472887,0.0122355584623568,0.00596429169251551,"matcher",1,"war",0,0,14,0.158795952796937,0.399506166577339,0.397480605011377,2.51584602466673
14,"normal",9,0.0661249008246651,0.107258155657291,0.0902069588968928,"director",1,"fear",1,1,14,2.02043817192316,2.19404619187117,0.920873124462368,1.08592592555443
14,"normal",10,0.0316596751548974,0.0629695529910668,0.0240643920176527,"matcher",1,"freedom",0,0,14,0.36024808883667,0.76095024496317,0.47341871721732,2.11229502263417
14,"normal",11,0.188393989927268,0.17090671712969,0.046210055416331,"director",0,"envy",1,0,14,3.04177002608776,5.50796844810247,0.552248992482095,1.81077740948965
14,"normal",12,0.00834333861865187,0.00165351903488793,0.0029124915841514,"matcher",1,"luxury",0,0,14,0.0507916808128362,0.0867961943149561,0.585183270000632,1.70886635224367
14,"normal",13,0.101307138869535,0.20946991331457,0.0553334367199038,"director",1,"death",0,0,14,3.24191388487816,5.25705878809094,0.616678263561027,1.62159112634434
14,"normal",14,0.00920193516045544,0.0054720209455665,0.00340245555405677,"matcher",1,"luck",0,0,14,0.0578645616769788,0.0936941951513297,0.617589612499677,1.61919821797606
14,"normal",15,0.133556929003111,0.210298103740491,0.0546055695338323,"director",1,"freedom",0,0,14,1.74825216829777,3.51567475218326,0.497273579477763,2.01096547508154
14,"normal",16,0.00239972154259191,0.000892854634548255,0.000841863328334028,"matcher",1,"death",0,0,14,0.0181292295455935,0.0461737513542174,0.392630640004035,2.54692298081913
14,"normal",17,0.132269487213977,0.155408850773328,0.0445163430320629,"director",0,"envy",0,0,14,3.23018646240234,5.56051857024431,0.580914607441086,1.72142340232237
14,"normal",18,0.00835017450510219,0.00702853519697325,0.00301344908172601,"matcher",1,"freedom",0,0,14,0.0768417418003079,0.106860995292664,0.719081284895941,1.39066336588736
14,"normal",19,0.0535097619705644,0.145964473371026,0.0411829437584343,"director",1,"luxury",0,0,14,0.635958641767502,1.37401782721281,0.462845990184524,2.16054588611933
14,"normal",20,0.00843062373355542,0.00160471967214724,0.00211102484863692,"matcher",1,"freedom",0,0,14,0.0284029543399814,0.072620585560799,0.391114366823744,2.5567968983626
14,"normal",21,0.092186770379092,0.15118321837514,0.0507642190913506,"director",1,"anger",1,1,14,3.62852989137173,7.38468252122402,0.491358955641372,2.03517202346439
14,"normal",22,0.00169793467458464,0.00133486203683761,0.000517653349761044,"matcher",1,"luck",0,0,14,0.0157694518566128,0.065872684121132,0.239392884425579,4.17723359823117
14,"normal",23,0.100911655606683,0.158411687762198,0.0507606325269212,"director",1,"reality",1,1,14,2.74786174297333,4.35940200090408,0.630329972414441,1.58647064833291
14,"normal",24,0.000834449987458227,0.000814120455697486,0.000401584723273263,"matcher",1,"luck",0,0,14,0.0116102099418634,0.0255550146102903,0.454322179772431,2.2010811809824
14,"normal",25,0.0819492313463475,0.0992006046058943,0.0871589726163462,"director",1,"fear",0,0,14,0.821548648178577,1.48226891364902,0.554250743986868,1.80423754203151
14,"normal",26,0.00409763367528749,0.00255558709772893,0.00191235049633155,"matcher",1,"luck",0,0,14,0.0285440683364869,0.0687540918588643,0.415161738956294,2.40869980580093
14,"normal",27,0.179901178088879,0.178771693006864,0.0562858351098356,"director",0,"strength",1,0,14,0.926769062876702,1.8075220733881,0.512729042992833,1.95034787606907
14,"normal",28,0.00580696679489837,0.00111642953953086,0.00152604927646249,"matcher",1,"luck",0,0,14,0.0193085968494419,0.0435261875391008,0.443608731688171,2.25423876620837
14,"normal",29,0.0651300272614522,0.0650349754687272,0.0587384870772916,"director",1,"fear",0,0,14,0.516304701566696,0.77575259655714,0.665553301217557,1.50250926285034
14,"normal",30,0.00355771375433732,0.00129581662535143,0.000895245030569243,"matcher",1,"luxury",0,0,14,0.0141429007053371,0.0410020500421522,0.344931550758986,2.89912592164911
14,"normal",31,0.108608901954684,0.177905764984658,0.050935914831947,"director",1,"luck",1,1,14,0.456963419914245,1.10519170667976,0.413469823517826,2.41855618746718
