"Pair","Condtion","Game","X","Y","Z","Role","Success","Target","Introducer","Succ_Introducer","Participant","Zdif","Xdif","Zratio","Xratio"
7,"modified",13,0.0165710244846565,0.0198690747110139,0.0381430765099037,"matcher",1,"anger",0,0,7,0.203127186745405,0.187225937843323,1.08493080117665,0.921717771230629
7,"modified",14,0.270097199492071,0.178776973062605,0.0855078111080135,"director",1,"strength",0,0,7,1.40179303660989,3.22141816839576,0.435147802406532,2.29806974657719
7,"modified",15,0.000544359065815898,0.00061133218069907,0.000448064393152609,"matcher",1,"envy",0,0,7,0.00965781509876236,0.0128910243511201,0.749189112960075,1.33477647058826
7,"modified",16,0.241722454638395,0.237116780979407,0.0743256525765547,"director",1,"luck",0,0,7,3.54029685258865,6.0635956376791,0.583860973609338,1.71273649926995
7,"modified",17,0.00088403872978489,0.00132363041676035,0.000500734634766751,"matcher",1,"anger",0,0,7,0.00530119240283931,0.00838267803192144,0.632398427167575,1.5812816051407
7,"modified",18,0.117039878420056,0.172974308488298,0.191763392179548,"director",0,"fear",1,0,7,8.41716734750662,2.55606377124786,3.29301930655563,0.303672680572881
7,"modified",19,0.000789351972214724,0.00149551339733492,0.000730269142754339,"matcher",1,"freedom",0,0,7,0.0122964642941947,0.0189145505428316,0.650106079250978,1.53821050427978
7,"modified",20,0.100277331630375,0.0966865298582055,0.0752747113453357,"director",1,"anger",0,0,7,2.19289478473365,0.822574198246002,2.66589298498497,0.375108830561568
7,"modified",21,0.0206196953414077,0.0163122122411579,0.00900353513269739,"matcher",1,"anger",0,0,7,0.102263148874045,0.175011217594147,0.584323395264834,1.71138107442501
7,"modified",22,0.121088341168031,0.167495192970697,0.0666529189315825,"director",1,"death",1,1,7,2.01458165375516,1.33746516704559,1.5062685020839,0.663892259989846
7,"modified",23,0.00106071841759511,0.000728120600888133,0.000340274303421578,"matcher",1,"reality",0,0,7,0.00876781344413739,0.0126309096813199,0.694155343150329,1.44059973011464
7,"modified",24,0.111747410438003,0.145950666926742,0.0660156527913242,"director",1,"anger",0,0,7,1.18422423489392,0.577522605657577,2.05052447002579,0.487680110438975
7,"modified",25,0.00058852597806664,0.00145515218143366,0.000570490038735895,"matcher",1,"war",0,0,7,0.0125382114201779,0.0176637768745417,0.709826188885393,1.40879558356427
7,"modified",26,0.309658207705709,0.16480910541972,0.185270783394484,"director",1,"reality",1,1,7,1.90434387512505,3.11482664197683,0.611380373296298,1.6356429543337
7,"modified",27,0.000462018372341469,0.00113664867636231,0.000701037612465644,"matcher",0,"war",0,0,7,0.00921227037906663,0.0154678821563721,0.59557412488248,1.67905212503535
7,"modified",28,0.275414232671915,0.181629623495343,0.0487169830185364,"director",1,"envy",0,0,7,1.28524337970884,3.51126661896706,0.366034117935179,2.73198576581075
7,"modified",29,0.000499459462226177,0.000652849423490284,0.000361109922588524,"matcher",1,"reality",0,0,7,0.00398443639278431,0.00856500864028931,0.46519934306216,2.149616105254
7,"modified",30,0.149678303161159,0.198897382167828,0.06332892402221,"director",1,"death",0,0,7,1.07653145305812,0.922108769416809,1.16746688542934,0.856555344293339
7,"modified",31,0.000347268747123188,0.000644214752182706,0.000379529307401284,"matcher",1,"luxury",0,0,7,0.00995683856308419,0.0138253867626188,0.720185173409078,1.38853177894011
7,"modified",32,0.364889951419016,0.183721167343111,0.0657251204626685,"director",1,"strength",0,0,7,1.72351618669927,4.61976343393326,0.373074554865653,2.68042938591754
7,"modified",33,0.000747850476157609,0.00104395965067445,0.00049462067475911,"matcher",1,"luck",0,0,7,0.0147121027112017,0.0205268263816836,0.716725636863648,1.39523403177811
7,"modified",34,0.198518182882951,0.123560312488482,0.116393564874755,"director",1,"luck",0,0,7,4.56614131294191,4.99605822563171,0.913948778562234,1.0941532211172
7,"modified",35,0.00119207548299747,0.0014208593605919,0.000640979851093129,"matcher",1,"strength",0,0,7,0.00644445046782503,0.0175954103469849,0.366257469461595,2.7303197432943
7,"modified",36,0.253531136486494,0.132645913107113,0.147893541518922,"director",1,"luxury",0,0,7,4.05211187526584,7.26514554023743,0.557746827344826,1.79292817273482
7,"modified",37,0.011010484410565,0.00987393987052947,0.00178791376681339,"matcher",1,"anger",0,0,7,0.01878684386611,0.0422922372817993,0.444214945190307,2.25116244022719
7,"modified",38,0.195849209659244,0.156575255502296,0.106533480280695,"director",0,"luck",0,0,7,2.40262097213417,3.54450468719006,0.677843925786673,1.47526585687029
7,"modified",39,0.0887546513882259,0.0293888669283915,0.0145872877669711,"matcher",1,"strength",0,0,7,0.177469227463007,0.46281898021698,0.383452786183931,2.6078829937627
7,"modified",40,0.259453592406195,0.147830219619386,0.10440376099181,"director",1,"luck",0,0,7,2.82959352759644,5.81993091106415,0.486190226453919,2.05680810840976
7,"modified",41,0.0398628669524649,0.0711758668910429,0.0412540272076236,"matcher",1,"fear",0,0,7,0.150921355932951,0.159284979104996,0.947492706349091,1.05541709534972
7,"modified",42,0.1705002417742,0.0922867714068253,0.134263720814308,"director",0,"war",1,0,7,1.65866554901004,2.90066492557526,0.571822527443805,1.74879434091249
7,"modified",43,0.014862265336616,0.0184282935641135,0.00583538436291785,"matcher",1,"envy",0,0,7,0.104222603142261,0.250129103660583,0.416675235376396,2.39995064524693
7,"modified",44,0.343149360693078,0.192832208721296,0.0898539286985211,"director",1,"strength",0,0,7,2.45770446583629,5.16656849719584,0.475693773763032,2.10219274490263
7,"modified",45,0.00560769915940803,0.00144713402889436,0.000867248155891294,"matcher",1,"luxury",0,0,7,0.0120557695627212,0.0447829365730286,0.269204533808575,3.71464769130179
7,"modified",46,0.406900561860939,0.147819863682403,0.0811190920430546,"director",1,"envy",0,0,7,3.26990847662091,7.38341201283038,0.442872275167456,2.25798736130386
7,"modified",47,0.0101103354016611,0.00259821449951205,0.00145160125299909,"matcher",1,"luck",0,0,7,0.0247047655284401,0.0568565130233765,0.434510739662892,2.30143908704267
7,"modified",48,0.0966383175514822,0.199141752300597,0.383866395312591,"director",1,"war",0,0,7,5.5216051414609,3.54121923446655,1.55923843621974,0.641338730992565
7,"modified",49,0.0658656797808158,0.0539995772203094,0.0535817895205857,"matcher",0,"luck",0,0,7,0.179732508957386,0.242414563894272,0.741426200101474,1.34875190526466
7,"modified",50,0.38353159999016,0.186254463335801,0.0885285909484216,"director",1,"envy",0,0,7,1.9371512979269,3.01998302526772,0.641444432541198,1.55898149437251
7,"modified",51,0.0885572368481824,0.068797529348391,0.0573313612416608,"matcher",1,"strength",0,0,7,0.14423338137567,0.229627788066864,0.628118149767099,1.59205716372118
7,"modified",52,0.138309853538732,0.403540497439305,0.0977879927588595,"director",0,"luck",0,0,7,3.95816257223487,2.20070332288742,1.79858981038915,0.55599114051671
7,"modified",53,0.00104624144329847,0.000560642379441239,0.000297526675289823,"matcher",1,"reality",0,0,7,0.0037229144945741,0.0119847059249878,0.310638785621925,3.21917302759832
7,"modified",54,0.143692231788981,0.180879138688343,0.0771178340668088,"director",1,"death",0,0,7,0.784199007321149,0.930100381374359,0.84313373376149,1.18605146485917
7,"modified",55,0.00619924394605732,0.00919826490587171,0.00195134129536721,"matcher",1,"anger",0,0,7,0.0229303129017352,0.0441222190856933,0.519699901249309,1.92418739660349
7,"modified",56,0.136333746994422,0.165582604657903,0.0986986393414867,"director",1,"death",0,0,7,0.74696572497487,1.13469240069389,0.658297988528064,1.5190688980168
7,"modified",57,0.00379952353161821,0.000727471362192734,0.00123674458396189,"matcher",0,"fear",0,0,7,0.009854216128588,0.0256183445453645,0.384654680209266,2.59973438892246
7,"modified",58,0.271947098330568,0.286737937670361,0.167651470158065,"director",1,"luxury",0,0,7,2.3286547511816,4.14619498699903,0.561636574855601,1.78051082278091
7,"modified",59,0.0146039377215409,0.00161522663851788,0.00440561605337982,"matcher",1,"strength",0,0,7,0.0212787650525567,0.0509501695632934,0.417638748505497,2.39441384109702
7,"modified",60,0.0674136232283096,0.171115715259397,0.130367258210869,"director",1,"anger",0,0,7,0.587546188384294,2.00112271308899,0.293608275265309,3.40589855342594
7,"modified",61,0.00441653973696965,0.00286891701505694,0.00175231046886435,"matcher",1,"luxury",0,0,7,0.0125412009656432,0.0228421390056611,0.549037940909782,1.82136775164017
7,"modified",62,0.163434972307913,0.204274668770158,0.360906182239549,"director",1,"war",0,0,7,4.40207203105092,3.68955731391907,1.19311658730543,0.838141059004491
7,"modified",63,0.0190834367493453,0.00657681855540631,0.00363268378833563,"matcher",1,"strength",0,0,7,0.0179075542837381,0.0642923116683962,0.278533370772245,3.59023407941196
7,"modified",64,0.352598324822594,0.209014954903421,0.253800087556292,"director",1,"reality",0,0,7,3.11692728754133,4.52072095125914,0.689475709991165,1.45037741795547
7,"modified",65,0.00079179060861473,0.0010415944799904,0.000668811620719753,"matcher",1,"reality",0,0,7,0.00715362466871711,0.0127449631690977,0.561290336723945,1.78160915050961
7,"modified",66,0.380878754326809,0.173786266823687,0.228278145731028,"director",0,"reality",0,0,7,5.58170440606773,8.44923690333962,0.660616392926741,1.51373779201827
7,"modified",67,0.0273463680058135,0.00412317815954581,0.00378411434348362,"matcher",1,"war",0,0,7,0.0341407755040562,0.131792187690735,0.259050070434913,3.86025758773631
7,"modified",68,0.0905323209060997,0.173228303965114,0.326663256367658,"director",1,"war",0,0,7,2.42805745312944,2.27368634939194,1.06789463453426,0.936421972413157
7,"modified",69,0.00062359056400947,0.000695264729281629,0.000378707107342414,"matcher",1,"anger",0,0,7,0.00654585938900699,0.0101701617240906,0.643633755941313,1.55367861111868
7,"modified",70,0.279605623172538,0.298583847781971,0.095621658792657,"director",1,"luck",0,0,7,2.27489947527647,5.36257675290108,0.424217606591044,2.35728075511968
7,"modified",71,0.00997898884448164,0.00602813981379782,0.0019582332045199,"matcher",1,"strength",0,0,7,0.00914064235985288,0.052966833114624,0.172572944659007,5.79465107914762
7,"modified",72,0.339947665103656,0.246032620289521,0.0696834121900011,"director",1,"envy",0,0,7,2.65059063164517,5.06142514944077,0.523684644815509,1.90954615511458
7,"modified",73,0.0203968513296251,0.00881762711992345,0.00318151632744213,"matcher",0,"luck",0,0,7,0.0397521331906326,0.104785144329071,0.379368024400421,2.63596280045075
7,"modified",74,0.351176218753586,0.233613281796019,0.0881500375584672,"director",1,"strength",0,0,7,2.94614254403859,6.2865667194128,0.468640941158066,2.13382978774514
7,"modified",75,0.000642583510633445,0.00105363910773043,0.00111604486818758,"matcher",1,"freedom",0,0,7,0.0142820533365011,0.0180263519287109,0.792287501818589,1.26216808633815
7,"modified",76,0.211064529974554,0.207783870674149,0.0621190890750468,"director",0,"luxury",0,0,7,1.83305314928293,3.75750511884689,0.487837831567735,2.04986152219142
7,"modified",77,0.00259729047850959,0.00124233511791192,0.000809172967001263,"matcher",1,"death",0,0,7,0.009139615809545,0.0277484059333801,0.329374445201929,3.03605824485543
7,"modified",78,0.146831250955319,0.22573140267077,0.105835263253133,"director",1,"death",0,0,7,0.483671371126547,0.490905225276947,0.985264255139434,1.01495613464479
7,"modified",79,0.0150338339680785,0.00497817806298062,0.000946137250597301,"matcher",1,"luxury",0,0,7,0.0213374532759188,0.0694415569305425,0.307272103608811,3.2544444752886
7,"modified",80,0.260675086276255,0.345704467929088,0.111886293412857,"director",1,"luck",0,0,7,1.81750298477709,3.97134351730347,0.457654437813824,2.18505474299979
8,"normal",0,0.113769178007326,0.244915245697651,0.061115598780562,"director",0,"luxury",1,0,8,8.73453279584646,13.2601819038391,0.658703844275139,1.51813293438485
8,"normal",1,0.00624278296693639,0.00111469795094523,0.00172202531653477,"matcher",1,"luck",0,0,8,0.116984779946506,0.225724697113037,0.518263094126217,1.92952191914414
8,"normal",2,0.274723002296932,0.291583680231472,0.107499715475828,"director",1,"war",1,1,8,13.7105380473658,16.1395481675863,0.84949949682614,1.17716373433551
8,"normal",3,0.00431013202672867,0.00164333692883672,0.00190036790346857,"matcher",0,"luxury",0,0,8,0.196272218599916,0.342732548713684,0.572668745167475,1.74621019295815
8,"normal",4,0.327153079178726,0.273557043793324,0.0881762750919764,"director",1,"strength",1,1,8,5.68856731755659,14.4629960283637,0.39331873606275,2.54246723664967
8,"normal",5,0.0178213864143272,0.0086458755176397,0.00492544030322491,"matcher",1,"strength",0,0,8,0.0986143685877317,0.312902688980103,0.315159862988594,3.1729928757971
8,"normal",6,0.373887425691834,0.415481125864839,0.192474911194431,"director",0,"reality",1,0,8,5.32662519812584,11.8000415926799,0.451407323973347,2.21529414099414
8,"normal",7,0.0333751236831283,0.0134011260669227,0.00878745153391655,"matcher",1,"envy",0,0,8,0.210940747987479,0.546407401561737,0.386050312247912,2.59033594397878
8,"normal",8,0.297604279009849,0.347107839513531,0.157369176605369,"director",1,"reality",0,0,8,8.97576438542455,15.9308743756264,0.563419444142821,1.77487662237392
8,"normal",9,0.00352162336374824,0.00105516558187765,0.00067844983585592,"matcher",1,"luxury",0,0,8,0.0470434945309529,0.0784896612167358,0.599359123248733,1.66844878339326
8,"normal",10,0.286700077638352,0.366590819699069,0.201556545797552,"director",1,"freedom",1,1,8,13.7645301520533,9.41802880167961,1.46150860672656,0.684224502953678
8,"normal",11,0.00220060545414912,0.00127519844155294,0.000775723833473453,"matcher",0,"freedom",0,0,8,0.0343684852123266,0.0601204633712769,0.571660351319689,1.74929046188262
8,"normal",12,0.26914292074989,0.387738994947641,0.212863785204529,"director",1,"freedom",0,0,8,11.0142586044967,7.29758047685027,1.50930279418455,0.662557575493183
8,"normal",13,0.0322263775200353,0.0180921615808082,0.00621638164405412,"matcher",1,"strength",0,0,8,0.105143985711037,0.428893685340881,0.245151629190973,4.0791081148435
8,"normal",14,0.32853258774165,0.415893253479785,0.162229677047745,"director",1,"reality",0,0,8,2.27003151504323,5.13448511995375,0.44211473244345,2.26185631605911
8,"normal",15,0.00116733186386008,0.00115576711307387,0.00119878974749252,"matcher",1,"luxury",0,0,8,0.0256097503006457,0.030195951461792,0.84811867355962,1.17908027635204
8,"normal",16,0.185095663213617,0.293624946595328,0.0795273127072096,"director",1,"luck",1,1,8,5.85611518588848,8.49510981142521,0.689351322806034,1.45063912538741
8,"normal",17,0.000968492485746261,0.00146747206079144,0.000718522034476575,"matcher",1,"reality",0,0,8,0.0281154718250037,0.0345706343650818,0.813276132803679,1.2295946722949
8,"normal",18,0.287041934408959,0.370244270359297,0.16221026070103,"director",0,"envy",1,0,8,9.58731998340227,8.88195912539959,1.07941500833815,0.926427733795909
8,"normal",19,0.0225093334533427,0.0113156081368118,0.00654204438246785,"matcher",0,"death",0,0,8,0.0730324285104865,0.147542357444763,0.494992961853875,2.02023074480644
8,"normal",20,0.282684492772492,0.348821449971025,0.132472374647594,"director",0,"death",1,0,8,10.5548310475424,13.6221848390996,0.774826591491179,1.2906113586983
8,"normal",21,0.0534789319558968,0.0177126782801623,0.0267637390412625,"matcher",1,"death",0,0,8,0.101385098416358,0.172431826591492,0.587972072328328,1.70076105152422
8,"normal",22,0.332911795031555,0.376171811902261,0.197020514818284,"director",1,"envy",0,0,8,4.2051798440516,3.83990690298379,1.09512546795965,0.913137379466776
8,"normal",23,0.00184838702351055,0.000637189211069801,0.000692398926769677,"matcher",1,"fear",0,0,8,0.0230184998363258,0.0514107346534729,0.447737228255516,2.23345287568832
8,"normal",24,0.126882310957744,0.299327048583621,0.0690869869701551,"director",1,"strength",0,0,8,1.43694483302534,1.69202238321304,0.849246940987074,1.17751380868997
8,"normal",25,0.000342276968391424,0.00106695795135681,0.000595201622043141,"matcher",1,"reality",0,0,8,0.0132984537631275,0.0136942267417908,0.971099282484092,1.02976082676323
8,"normal",26,0.188887676319823,0.296238115793301,0.071880393846566,"director",1,"strength",0,0,8,1.42047700495459,3.20109144598246,0.443747711967856,2.2535327462656
8,"normal",27,0.00075540039660845,0.00249257380869321,0.00232457078347854,"matcher",1,"reality",0,0,8,0.0170898493379352,0.0138592123985291,1.23310393451716,0.810961648899096
8,"normal",28,0.205419079040939,0.339388991880553,0.125236562214886,"director",1,"war",0,0,8,5.3004682417959,3.84465731680393,1.37865817549695,0.725342958663081
8,"normal",29,0.00149147880658612,0.000635226874026037,0.000441159942055766,"matcher",0,"luck",0,0,8,0.0107519570738075,0.0185036659240723,0.581071724809935,1.72095794254503
8,"normal",30,0.20125785784817,0.316987033340209,0.117394394596133,"director",1,"war",0,0,8,5.35274190269411,5.13478210568428,1.04244772076473,0.959280719868051
8,"normal",31,0.00095760635120795,0.00105389924592312,0.000536051592516975,"matcher",1,"death",0,0,8,0.0118748908862467,0.0182886123657227,0.64930518777374,1.54010782422466
8,"normal",32,0.21145165382259,0.28724833948773,0.0838122802941205,"director",0,"luck",0,0,8,2.54430417716503,3.64884313195944,0.697290643952329,1.43412221097916
8,"normal",33,0.0506165571713158,0.0471171094535865,0.0680395628741077,"matcher",1,"fear",0,0,8,0.225874302093871,0.21951299905777,1.02897916325414,0.971836977570573
8,"normal",34,0.166640990019123,0.254626348647488,0.0920884878538952,"director",0,"fear",1,0,8,2.5623079650104,3.1127787232399,0.823157761224818,1.21483395663068
8,"normal",35,0.0177227185869845,0.00708837649035191,0.0153489562980341,"matcher",1,"envy",0,0,8,0.133432348113274,0.144849479198456,0.921179343216419,1.08556494168483
8,"normal",36,0.145443394277444,0.265998542689997,0.0746925411711666,"director",1,"death",0,0,8,3.35941233485937,6.14661172032356,0.546547022606225,1.82966873596982
8,"normal",37,0.0341149325899645,0.00322828987490827,0.0180793321335533,"matcher",0,"freedom",0,0,8,0.0903025455772878,0.131100475788116,0.688804102612367,1.45179158516534
8,"normal",38,0.246259379898751,0.115979044260687,0.119609846233464,"director",1,"envy",0,0,8,6.74065127968788,5.79082648456097,1.16402232007111,0.859090055883903
8,"normal",39,0.000680806537812334,0.000448929961460778,0.000340800772880452,"matcher",1,"fear",0,0,8,0.00986810773611011,0.01594477891922,0.618892728842732,1.61578889748778
8,"normal",40,0.231342524112853,0.106234280029394,0.130015035901708,"director",1,"envy",0,0,8,4.36570535227656,3.36752492189407,1.29641367281138,0.771358726749167
8,"normal",41,0.000588770459750417,0.000967802635297135,0.000581728991914622,"matcher",1,"strength",0,0,8,0.00664654374122628,0.0103698968887329,0.640945981675852,1.56019388308722
8,"normal",42,0.19283426458476,0.257831217078471,0.157522580946443,"director",0,"fear",0,0,8,3.98803829122335,3.3284354954958,1.19817202304811,0.834604698460602
8,"normal",43,0.010472238023594,0.00192849559883801,0.000915997027143496,"matcher",1,"fear",0,0,8,0.0547810504212981,0.107124030590057,0.511379660749831,1.95549427705769
8,"normal",44,0.210688828180362,0.245634876988015,0.104257983055323,"director",0,"fear",0,0,8,5.90987759991549,5.55555874109268,1.06377735801838,0.9400463287382
8,"normal",45,0.0029840658928608,0.00548889343023007,0.000852238574154056,"matcher",1,"fear",0,0,8,0.0221412484534091,0.0387743711471558,0.571027918657379,1.75122786001643
8,"normal",46,0.18150112359169,0.28036622445944,0.139039359767804,"director",1,"fear",0,0,8,5.28586842212826,3.73869563639164,1.41382688943084,0.707300170534007
8,"normal",47,0.000418913660152727,0.0012766152075919,0.000641686675769578,"matcher",1,"envy",0,0,8,0.0112019553780556,0.0131879448890686,0.849408719272161,1.17728953954803
8,"normal",48,0.270573158969692,0.0798546918783057,0.147213542845905,"director",1,"envy",0,0,8,7.97510275524109,6.07241985574365,1.31333190798686,0.761422146160181
8,"normal",49,0.00971955027748231,0.0171255476965018,0.00885721661210564,"matcher",1,"anger",0,0,8,0.0889952294528485,0.1114821434021,0.79829133829851,1.25267549831045
8,"normal",50,0.239386677055269,0.30873030833588,0.145547466073936,"director",0,"war",0,0,8,11.1676274444326,8.49918609857559,1.31396433904468,0.76105566207912
8,"normal",51,0.0421309510907157,0.0101406151711268,0.0158723991305494,"matcher",1,"strength",0,0,8,0.131447102874518,0.24310827255249,0.540693664984751,1.84947608000586
8,"normal",52,0.25592957926687,0.313562395559734,0.126036932128885,"director",0,"luck",0,0,8,5.51325338147581,7.48978027701378,0.736103487360776,1.35850463578891
9,"modified",1,0.0133665214631449,0.00186600669091481,0.00387219572861479,"matcher",1,"fear",0,0,9,0.0222193673253061,0.0684114843606944,0.324790019292026,3.07891234521243
9,"modified",2,0.115936648433842,0.116481694761685,0.0704053241514766,"director",1,"death",1,1,9,3.94807044230401,3.50593634974211,1.12611013106225,0.888012612990796
9,"modified",3,0.00309503301244713,0.00452447166193217,0.00196626903861378,"matcher",1,"fear",0,0,9,0.0299194306135181,0.0815317258238798,0.366966727506153,2.72504269473104
9,"modified",4,0.186436591257393,0.263576579515162,0.0875143116530537,"director",0,"luxury",1,0,9,2.92372920829803,5.85864065214992,0.49904566296025,2.00382464816582
9,"modified",5,0.0436101442386691,0.201171520468067,0.14024490208525,"matcher",1,"anger",0,0,9,1.16024623811245,1.14204825088382,1.01593451696507,0.984315409409784
9,"modified",6,0.241674166554973,0.130483274903022,0.0907501472067335,"director",0,"war",1,0,9,8.4761954365531,12.8721754252911,0.658489739030373,1.51862654909779
9,"modified",7,0.0771467505570996,0.269819928333387,0.158337326321157,"matcher",0,"freedom",0,0,9,1.00656158477068,0.717735491693019,1.40241300091816,0.713056709646372
9,"modified",8,0.165386616399549,0.225608592631275,0.0627395063913448,"director",0,"strength",1,0,9,4.99679213762283,8.91143157333136,0.560717107740175,1.78343051459628
9,"modified",9,0.00941417311522395,0.011400194931143,0.0070073180796226,"matcher",1,"freedom",0,0,9,0.111255496740341,0.216266848146915,0.514436205519409,1.94387562397622
9,"modified",10,0.149715481643113,0.129910584529896,0.0789818718342126,"director",0,"anger",1,0,9,5.69975027814507,5.32940353453159,1.06949121814737,0.935024040433223
9,"modified",11,0.131388700992347,0.0455859951107128,0.051395220318381,"matcher",1,"fear",0,0,9,0.320423066616059,0.53271059691906,0.601495574650158,1.66252262218491
9,"modified",12,0.236094975925416,0.226501581892228,0.0924940700265612,"director",1,"luxury",0,0,9,7.87161640264094,12.3145909148734,0.63921054763855,1.56442975431855
9,"modified",13,0.00332756956067326,0.00427243425224741,0.00143552230703805,"matcher",1,"strength",0,0,9,0.0449860990047456,0.116632416844367,0.385708366695122,2.5926323781056
9,"modified",14,0.179883744041296,0.224759221145251,0.070783778691537,"director",0,"luck",1,0,9,5.12510053999722,6.33539901673794,0.80896254939221,1.23615116762985
9,"modified",15,0.177977260133678,0.0706328518245788,0.0326685477585376,"matcher",1,"strength",0,0,9,0.523825958371162,0.953228779137134,0.549528056470694,1.81974330195701
9,"modified",16,0.160134887745851,0.198467349483181,0.0629371177629312,"director",0,"luck",0,0,9,5.93324108421803,6.56990772485733,0.903093518615114,1.10730503473604
9,"modified",17,0.137379761550763,0.183382806200232,0.0842326018308705,"matcher",0,"anger",0,0,9,1.02723154425621,1.45957681536674,0.703787243974618,1.42088395116759
9,"modified",18,0.124255188988782,0.162870838445245,0.0762738016164848,"director",0,"anger",0,0,9,7.65178309008479,7.25991579703987,1.05397683719758,0.94878745405725
9,"modified",19,0.0459362217072379,0.18302949958725,0.130875726226711,"matcher",1,"anger",0,0,9,0.896653950214386,0.498351767659188,1.79923902833949,0.555790522687191
9,"modified",20,0.145872511197418,0.177705340443413,0.0964617084238269,"director",0,"death",0,0,9,5.04322579875588,3.70107772946358,1.3626370931385,0.73387111288505
9,"modified",21,0.00520912807134258,0.00771825639733927,0.00323531653623602,"matcher",1,"death",0,0,9,0.0948697626590736,0.217297755181789,0.436588783808221,2.29048486146925
9,"modified",22,0.110584436319425,0.129588706570384,0.0787960886396334,"director",0,"envy",1,0,9,5.18472943920642,5.84109559189528,0.887629616334376,1.12659602789019
9,"modified",23,0.046345940042669,0.180424427338693,0.116922125545551,"matcher",0,"luxury",0,0,9,0.935854792594911,0.671596199274064,1.39347839312743,0.717628637036609
9,"modified",24,0.216012572673454,0.238388577290279,0.0945211673410599,"director",1,"reality",1,1,9,6.64978532562964,12.929403565824,0.514314932763553,1.94433397962359
9,"modified",25,0.0550058987632272,0.205200445561485,0.15023021586833,"matcher",1,"anger",0,0,9,0.889081835746765,0.574501916766167,1.54756983362448,0.646174394378023
9,"modified",26,0.32228764074258,0.285103765972585,0.105456239272025,"director",0,"freedom",1,0,9,6.01434787735343,12.3724887296557,0.486106555339798,2.05716213660394
9,"modified",27,0.0125609008331501,0.0159425583775492,0.00739283361846575,"matcher",1,"reality",0,0,9,0.10526105761528,0.247791677713394,0.42479658149387,2.35406790818167
9,"modified",28,0.192633248754261,0.192763592724387,0.0746628635286519,"director",0,"envy",0,0,9,2.5295100659132,6.39813093841076,0.39535140656898,2.52939532624509
9,"modified",29,0.0542881960846737,0.211643182971313,0.163775343915747,"matcher",0,"envy",0,0,9,1.10237364470959,0.713746048510075,1.54449001435561,0.647462910543463
9,"modified",30,0.168692885487338,0.204666772213124,0.0980567842974523,"director",0,"luck",0,0,9,6.30521063506603,8.41689531225711,0.749113586560125,1.33491104412073
9,"modified",31,0.077830316634189,0.228944481710365,0.179874101686998,"matcher",1,"freedom",0,0,9,2.28237229585648,1.79440309107304,1.27193956988317,0.78620087280707
9,"modified",32,0.173273140558339,0.195560912516786,0.101812874966246,"director",1,"death",0,0,9,4.28331494703889,3.38292377442121,1.26615768863185,0.789791041809773
9,"modified",33,0.141338075985851,0.150966493754014,0.0994801858319743,"matcher",1,"fear",0,0,9,0.978030502796173,0.83560249581933,1.17044947530607,0.854372632990848
9,"modified",34,0.128845336107617,0.174540992052405,0.0837505060605991,"director",0,"envy",0,0,9,5.05737017840147,6.70799145661294,0.753932113824587,1.32637936713844
9,"modified",35,0.0372423504600767,0.193073177949365,0.148545669899045,"matcher",0,"luxury",0,0,9,1.43734659254551,0.900056317448617,1.59695184032478,0.626192960081143
9,"modified",36,0.22696792691098,0.257841664374089,0.131822143421413,"director",1,"reality",0,0,9,4.62580362893641,10.3118840157986,0.448589571202443,2.22920920189808
9,"modified",37,0.00347354206983359,0.00601911604847489,0.00305791975308623,"matcher",0,"freedom",0,0,9,0.190213814377784,0.139366179704666,1.36484916771681,0.732681693811524
10,"normal",1,0.110562839957245,0.314916187639598,0.0747440503918803,"director",1,"luck",1,1,10,4.20495335757732,10.2560534993536,0.409997213630209,2.43904096602455
10,"normal",2,0.0469750328366808,0.067915571623116,0.0171422835401568,"matcher",1,"reality",0,0,10,0.194745376706123,0.634825021028519,0.306770165408106,3.25976940642083
10,"normal",3,0.195093682477763,0.172137805460838,0.115753237482928,"director",1,"strength",1,1,10,6.71985439956188,7.09556332230568,0.947050162802055,1.05591027727748
10,"normal",4,0.00662782997161146,0.00432987456183804,0.00174421277336385,"matcher",0,"envy",0,0,10,0.0476995706558229,0.134213879704475,0.355399685642443,2.81373349611252
10,"normal",5,0.139478282438961,0.163241509413381,0.129837673541074,"director",1,"envy",1,1,10,5.73103706538677,3.64821121096611,1.57091701493596,0.636570863064188
10,"normal",6,0.0226534633754916,0.0115591690497436,0.0160608546285656,"matcher",0,"war",0,0,10,0.182980373501778,0.25628374516964,0.713975727881841,1.40060783714134
10,"normal",7,0.176555194901134,0.213211565440438,0.0646095936065944,"director",1,"luxury",1,1,10,2.02487184852362,5.5528796184808,0.364652574456061,2.7423363224342
10,"normal",8,0.00383396033999406,0.00214520136554768,0.00132543722781702,"matcher",0,"strength",0,0,10,0.0383628606796261,0.120460957288743,0.318467174286777,3.14004104893872
10,"normal",9,0.0898733254126499,0.198772692382791,0.101032058062163,"director",0,"fear",1,0,10,1.80525995790958,4.18700169026852,0.43115816315656,2.31933449358556
10,"normal",10,0.0221744448374667,0.00940295681740585,0.00998041773211038,"matcher",1,"war",0,0,10,0.284103170037269,0.547714382410048,0.518706791644142,1.92787142198448
10,"normal",11,0.161403388156393,0.177502505677197,0.0985124120379865,"director",0,"death",1,0,10,4.47759640961885,5.57826396264136,0.802686362568377,1.24581660612779
