Pair,Condtion,Game,X,Y,Z,Role,Success,Target,Introducer,Succ_Introducer,Participant
5,modified,60,0.16600155097169114,0.15256563055709849,0.06829985196369334,director,1,envy,0,0,30
5,modified,61,0.0020526931984139562,0.0017278592044313952,0.000700337200257758,matcher,1,anger,0,0,30
5,modified,62,0.21991613988164,0.17693177584981404,0.09373390493695524,director,1,luck,0,0,30
5,modified,63,0.00041810673834308184,0.0014432366614127838,0.0010128546930189524,matcher,0,reality,0,0,30
5,modified,64,0.09309450835798483,0.19771895316378324,0.06111398010239386,director,1,strength,0,0,30
5,modified,65,0.0015260184525469579,0.0027400623920371785,0.0010306902081329355,matcher,0,reality,0,0,30
5,modified,66,0.2567816017689684,0.12848591274043422,0.10461117679649308,director,1,envy,0,0,30
5,modified,67,0.0004112998175390528,0.00040006875985403473,0.0009161353825788567,matcher,1,death,0,0,30
5,modified,68,0.22437138071348314,0.12919629695835666,0.09114873877757981,director,0,luxury,0,0,30
5,modified,69,0.00041951740092081434,0.0002944271946861514,0.0006348132020207598,matcher,1,luxury,0,0,30
5,modified,70,0.10014926767108713,0.17038363854920346,0.07014025245957989,director,1,strength,0,0,30
5,modified,71,0.0004324085836810268,0.0008801908545152422,0.0009294103860274555,matcher,0,war,0,0,30
6,normal,0,0.0720195147169579,0.12682588175313766,0.08762618609849723,matcher,0,reality,0,0,31
6,normal,1,0.09788021268104864,0.08881041674333728,0.04182888086432602,director,0,anger,1,0,31
6,normal,2,0.0019326646024882912,0.0015487820316184865,0.000731385951974195,matcher,1,freedom,0,0,31
6,normal,3,0.03541309151319121,0.12984986648635083,0.04831521490597993,director,1,luck,1,1,31
6,normal,4,0.002532139850607688,0.010469782988931831,0.002749807207438003,matcher,1,freedom,0,0,31
6,normal,5,0.11538651599996044,0.13663303272296093,0.07319247575817892,director,1,fear,1,1,31
6,normal,6,0.002790973586104193,0.0024750367178243186,0.0007062142409660503,matcher,1,death,0,0,31
6,normal,7,0.12060365366869616,0.14332960171006762,0.07174824518470882,director,0,anger,0,0,31
6,normal,8,0.009941863006087697,0.03462126382643556,0.008452271464036112,matcher,0,war,0,0,31
6,normal,9,0.09686598267597654,0.12945794267405425,0.05729402208854315,director,1,anger,0,0,31
6,normal,10,0.0040548555946853335,0.010019239644844568,0.0031910067466664584,matcher,0,fear,0,0,31
6,normal,11,0.10492520683775342,0.1558281729398182,0.08947875552910144,director,0,luxury,1,0,31
6,normal,12,0.004985113138411691,0.00584724298103285,0.001463242151447037,matcher,0,war,0,0,31
6,normal,13,0.173678671966569,0.12419719745550603,0.1022417454658829,director,1,reality,1,1,31
6,normal,14,0.003244841644435381,0.00207878119929605,0.001093374317281976,matcher,0,strength,0,0,31
6,normal,15,0.1222760709862482,0.13823293949837284,0.05668336618202138,director,1,fear,0,0,31
6,normal,16,0.0011473162833333893,0.02642842872738797,0.015497614413187174,matcher,1,fear,0,0,31
6,normal,17,0.0867732340968309,0.08231693819437379,0.025507575884265294,director,0,envy,1,0,31
6,normal,18,0.0009548479504254498,0.001999171859958674,0.0014338100119113606,matcher,1,envy,0,0,31
6,normal,19,0.05483837146142383,0.17494143783475055,0.043731805396840975,director,0,luxury,0,0,31
6,normal,20,0.003231033643771527,0.0020211402521238837,0.0007101943897768972,matcher,1,strength,0,0,31
6,normal,21,0.21642118803323213,0.12909763609313035,0.12467891858788485,director,1,reality,0,0,31
6,normal,22,0.0027563600522418543,0.0017860639990971835,0.0008627028771798119,matcher,1,luck,0,0,31
6,normal,23,0.13774908168212835,0.23638780734261564,0.03281987079148425,director,1,freedom,1,1,31
6,normal,24,0.0013941360630495645,0.0012466399939846133,0.0011016273493005167,matcher,1,strength,0,0,31
6,normal,25,0.13876654018164578,0.1861906655670884,0.06089415964991743,director,1,strength,1,1,31
6,normal,26,0.0015336619511106635,0.0009189090668448775,0.001112243625278705,matcher,1,reality,0,0,31
6,normal,27,0.12032320614444683,0.16173768357691592,0.08350369328755546,director,0,war,1,0,31
6,normal,28,0.0012360273889911514,0.0025373002518762587,0.0011730619116110722,matcher,1,anger,0,0,31
6,normal,29,0.10004447249967532,0.16495758349619952,0.04379265179952591,director,1,luck,0,0,31
6,normal,30,0.0018134476385011848,0.0012608031143484316,0.0007385435399195166,matcher,1,fear,0,0,31
6,normal,31,0.11798481662892284,0.21040501421800947,0.027868643023041074,director,0,freedom,0,0,31
6,normal,32,0.004659181277778174,0.0035896953537511603,0.002493141241220758,matcher,1,freedom,0,0,31
6,normal,33,0.13688812979447018,0.1801509226300416,0.03844019609215669,director,1,fear,0,0,31
6,normal,34,0.0012123157905413414,0.00176461170518472,0.001352422307571159,matcher,1,luck,0,0,31
6,normal,35,0.16830358271712262,0.22406715009172024,0.09228418949191344,director,1,war,0,0,31
6,normal,36,0.0017793485088961915,0.0010236536174025321,0.0005563975281938255,matcher,1,war,0,0,31
6,normal,37,0.2095865579141345,0.13750131431498902,0.10648922246221283,director,1,reality,0,0,31
6,normal,38,0.0031734129784691265,0.005173819729493591,0.0029711334662229157,matcher,1,luxury,0,0,31
6,normal,39,0.08234666792437094,0.10347539135848582,0.05711798496006461,director,0,envy,0,0,31
6,normal,40,0.0005900217966600986,0.0010168544465828514,0.0005476246243688804,matcher,1,strength,0,0,31
6,normal,41,0.1270501557342251,0.11673819563788801,0.024128282782677337,director,1,envy,0,0,31
6,normal,42,0.0007234278256701966,0.0019814374114661935,0.0005815137369543355,matcher,1,anger,0,0,31
6,normal,43,0.1572916956777376,0.1354034213772883,0.04145100567545113,director,1,strength,0,0,31
6,normal,44,0.0011925738260370159,0.0017856994585756663,0.0007302882542928221,matcher,1,strength,0,0,31
6,normal,45,0.12528948671066842,0.2172691768592183,0.03382368943831461,director,1,luck,0,0,31
6,normal,46,0.0011830812131425343,0.0014089993718643596,0.0007876669104266879,matcher,1,fear,0,0,31
6,normal,47,0.12478759797502524,0.09351590347620616,0.042641532460721894,director,1,envy,0,0,31
6,normal,48,0.000851036852319847,0.0018041737143051294,0.0007721090151431128,matcher,1,luck,0,0,31
6,normal,49,0.16081936019796572,0.15964475753642113,0.0491949614019465,director,1,strength,0,0,31
6,normal,50,0.000585727746534412,0.001235725989011798,0.0005157404414207296,matcher,1,envy,0,0,31
6,normal,51,0.07437457190671642,0.12899972796651937,0.021995077488556766,director,1,envy,0,0,31
6,normal,52,0.0006139390316512681,0.0006300284019553496,0.0004041106708622463,matcher,1,death,0,0,31
6,normal,53,0.13446916255766939,0.1394973983052912,0.032577128905934116,director,1,strength,0,0,31
6,normal,54,0.0024137334324723734,0.0012865380460587899,0.0006594981030912804,matcher,1,death,0,0,31
6,normal,55,0.09827481421946399,0.09891459491485821,0.028954978308410984,director,1,envy,0,0,31
6,normal,56,0.0009423820334232708,0.0004022130073781877,0.0005865299906559229,matcher,0,anger,0,0,31
7,modified,0,0.0012763327142610843,0.0006039837787868852,0.0009232656986492922,matcher,0,luxury,0,0,32
7,modified,1,0.12163451300866085,0.21458068424045934,0.21918011036993382,director,1,strength,1,1,32
7,modified,2,0.018941728412188486,0.0290939689540723,0.011950697475574456,matcher,0,anger,0,0,32
7,modified,3,0.09260370384206158,0.12724980819984974,0.09929545623531866,director,1,anger,1,1,32
7,modified,4,0.016286028067766016,0.007786685624516104,0.0036605008773889377,matcher,1,anger,0,0,32
7,modified,5,0.10416125753007002,0.11598925978978493,0.30945356781352995,director,1,fear,1,1,32
7,modified,6,0.00931551070417476,0.005855654865426024,0.004055950291765204,matcher,0,luck,0,0,32
7,modified,7,0.13266917012244223,0.18845436104874042,0.15358904955140312,director,1,strength,0,0,32
7,modified,8,0.0017395315314915054,0.0014142554186280453,0.0011070339919056474,matcher,1,envy,0,0,32
7,modified,9,0.17950134542762097,0.16786814759904833,0.12887956705411366,director,0,luck,1,0,32
7,modified,10,0.0151241063295486,0.007129270060687555,0.006577617254828636,matcher,0,luck,0,0,32
7,modified,11,0.15430754935376503,0.20599871383057797,0.2303363910439787,director,1,strength,0,0,32
7,modified,12,0.013497983162849895,0.03165110571798051,0.0297987585324009,matcher,1,strength,0,0,32
7,modified,13,0.10211195395960902,0.10254409662094396,0.12356652164435594,director,1,anger,0,0,32
7,modified,14,0.013426169375587394,0.008234084247185454,0.008103107891494037,matcher,1,strength,0,0,32
7,modified,15,0.08743011756358515,0.11867115782022394,0.1081795745606906,director,1,envy,1,1,32
7,modified,16,0.014313902453246301,0.002613913177352539,0.013626178215190712,matcher,1,luck,0,0,32
7,modified,17,0.06024041301045348,0.14848490144282986,0.17142265796569234,director,1,anger,0,0,32
7,modified,18,0.005670546397979757,0.002363990609237841,0.0016242980452212063,matcher,0,fear,0,0,32
7,modified,19,0.23992533394013332,0.25426381642981855,0.11994052620105092,director,1,freedom,1,1,32
7,modified,20,0.0013495575785491994,0.0018933656726627954,0.0023879538942134797,matcher,1,anger,0,0,32
7,modified,21,0.09835173926062364,0.11427555090452268,0.10933100516175331,director,1,anger,0,0,32
7,modified,22,0.044002877022783604,0.05209761582818026,0.044516588630116954,matcher,1,death,0,0,32
7,modified,23,0.3729843547602211,0.1840798623324595,0.3113468439369595,director,1,reality,1,1,32
7,modified,24,0.017987737501777356,0.06273076060318626,0.06313904930403338,matcher,1,anger,0,0,32
7,modified,25,0.4704679076033655,0.17604332039333873,0.14448001865006974,director,1,war,1,1,32
7,modified,26,0.025767945221675928,0.028012983060147274,0.03669219884099817,matcher,1,reality,0,0,32
7,modified,27,0.4788884961208201,0.18184097967825003,0.1716008186050636,director,0,war,0,0,32
7,modified,28,0.028343340556555345,0.06747999646121942,0.05842782466813094,matcher,1,envy,0,0,32
7,modified,29,0.42168837751763755,0.21840975444128985,0.3346971391877886,director,1,reality,0,0,32
7,modified,30,0.011859773543179,0.006107407065722772,0.007820098868185582,matcher,1,death,0,0,32
7,modified,31,0.24476295100495182,0.16603634299604828,0.10070786894802121,director,1,luxury,1,1,32
7,modified,32,0.0209850962430848,0.010307740787308685,0.018990163564671623,matcher,1,strength,0,0,32
7,modified,33,0.17084220621082788,0.14062351096723072,0.11677255838607786,director,1,luck,0,0,32
7,modified,34,0.04117847428009295,0.038379848132141146,0.023496291642780293,matcher,1,luck,0,0,32
7,modified,35,0.12468729928936922,0.20421543520092747,0.2934397786732751,director,1,strength,0,0,32
7,modified,36,0.03798667707908377,0.017467740389763578,0.005704845051882953,matcher,1,luxury,0,0,32
7,modified,37,0.054648315421053285,0.14643851646545855,0.18192439974472308,director,1,anger,0,0,32
7,modified,38,0.02230464019492524,0.014576523478755892,0.003626132044015842,matcher,0,luck,0,0,32
7,modified,39,0.18286884504867146,0.17599726656094072,0.2926016658107829,director,1,strength,0,0,32
7,modified,40,0.05939239815950532,0.07307583925923627,0.06470810263855703,matcher,1,luck,0,0,32
7,modified,41,0.21082263953171346,0.2207093416725571,0.25678796553882977,director,1,fear,0,0,32
7,modified,42,0.006149956197569189,0.0021172115714720623,0.0012301543612993633,matcher,0,war,0,0,32
7,modified,43,0.1208405287645069,0.09646710417540602,0.10280816589163484,director,1,envy,0,0,32
7,modified,44,0.0026447872298080316,0.001106183533724308,0.0006107751962024094,matcher,1,strength,0,0,32
7,modified,45,0.22842371034932202,0.11542991676456571,0.1602405305565771,director,1,luxury,0,0,32
7,modified,46,0.005141863950845014,0.003760095015137807,0.001494345910238699,matcher,1,envy,0,0,32
7,modified,47,0.16035766266168863,0.1452569848851075,0.1276370223306905,director,1,luck,0,0,32
7,modified,48,0.019056675187421445,0.00777323627437555,0.003674724156397604,matcher,1,war,0,0,32
7,modified,49,0.1988763890707187,0.16494928403651088,0.15830933965193386,director,0,luck,0,0,32
7,modified,50,0.02172113945682551,0.007051224110541143,0.009685823282843316,matcher,1,envy,0,0,32
7,modified,51,0.12021046462155668,0.21323964379277108,0.25830439356822393,director,1,strength,0,0,32
7,modified,52,0.005879803302324734,0.0018376471963196677,0.0011426968704590574,matcher,0,luck,0,0,32
7,modified,53,0.28254662664445973,0.263985631339146,0.31309305046766683,director,1,reality,0,0,32
7,modified,54,0.010975223593223995,0.00920261336338693,0.007811608652325534,matcher,1,death,0,0,32
7,modified,55,0.05069335355559453,0.15857370460380857,0.10637037027951941,director,1,anger,0,0,32
7,modified,56,0.027426492251408217,0.013405147899323913,0.009164682063145977,matcher,1,death,0,0,32
7,modified,57,0.1457799865589991,0.2068517669391688,0.36693065627432236,director,0,fear,0,0,32
7,modified,58,0.0009429627378753575,0.0006527636737913514,0.001650148725545326,matcher,1,luxury,0,0,32
7,modified,59,0.1294189957977353,0.19617286563991057,0.2714146045457733,director,1,strength,0,0,32
7,modified,60,0.06478904738708215,0.09112695141174533,0.06667804115858482,matcher,1,anger,0,0,32
7,modified,61,0.2845521314231438,0.09242482019212737,0.18855351044187002,director,1,luxury,0,0,32
7,modified,62,0.04634166467938831,0.0675152157124106,0.11443172222971135,matcher,1,war,0,0,32
7,modified,63,0.13466804764665746,0.21326594723335915,0.25636399876904287,director,1,strength,0,0,32
7,modified,64,0.0011170623699640744,0.000543409696159026,0.0005217177109261049,matcher,1,reality,0,0,32
7,modified,65,0.3048649927873678,0.25401862692114724,0.291408634848315,director,1,reality,0,0,32
7,modified,66,0.024236775107935253,0.018947901007915952,0.011306087025694198,matcher,0,reality,0,0,32
7,modified,67,0.3016692959940457,0.20703663291756505,0.119555811848419,director,1,war,0,0,32
7,modified,68,0.09621827919988603,0.0791561584444878,0.06366925806090501,matcher,1,war,0,0,32
7,modified,69,0.04352452298669172,0.13541200794842137,0.13338803691529588,director,1,anger,0,0,32
7,modified,70,0.03112951102160445,0.01695442406895983,0.007836598827361223,matcher,1,luck,0,0,32
7,modified,71,0.07805989116879998,0.20021455392305468,0.27617223985402156,director,1,strength,0,0,32
7,modified,72,0.05659393961728233,0.06262304670604944,0.05559552229560457,matcher,1,envy,0,0,32
7,modified,73,0.11975190384710728,0.204304875568584,0.08104179294274373,director,0,luck,0,0,32
7,modified,74,0.01247845907995194,0.006632924484060297,0.0038540031334420724,matcher,1,strength,0,0,32
7,modified,75,0.21207628297473377,0.305526676322907,0.18433287865419998,director,1,freedom,0,0,32
7,modified,76,0.000888330316751008,0.0009869001271935879,0.0010528590826305512,matcher,0,luxury,0,0,32
7,modified,77,0.12388506890757228,0.25166339276263117,0.08730142990566812,director,1,death,1,1,32
7,modified,78,0.10273238556986372,0.08658291234684623,0.05379987724707226,matcher,1,death,0,0,32
7,modified,79,0.2893565129675271,0.12947794290647777,0.16864805815941314,director,1,luxury,0,0,32
7,modified,80,0.000847628856919204,0.001133377434537198,0.0011909271804464317,matcher,1,luck,0,0,32
8,normal,0,0.00994092721922664,0.10215886341404803,0.0858658792077874,matcher,0,luxury,0,0,33
8,normal,1,0.22243828142730582,0.28214300488949545,0.07206226877907371,director,1,luck,1,1,33
8,normal,2,0.00898103667425766,0.006986513534319278,0.003117802262710745,matcher,1,war,0,0,33
8,normal,3,0.21333518040637528,0.2406486464504172,0.09661488056467907,director,0,luxury,1,0,33
8,normal,4,0.02005202322740469,0.03321856423134301,0.029611863049733383,matcher,1,strength,0,0,33
8,normal,5,0.16576290044686945,0.24130062449264794,0.08277613890117945,director,1,strength,1,1,33
8,normal,6,0.032468436703665726,0.16271833885121878,0.1527497163307326,matcher,0,reality,0,0,33
8,normal,7,0.18853282937925658,0.27368014687929043,0.07834380095982257,director,1,envy,1,1,33
8,normal,8,0.0021397976662647232,0.001691681767323181,0.0012579216519923847,matcher,1,reality,0,0,33
8,normal,9,0.2512322382844882,0.27027725889918613,0.06242546814553394,director,1,luxury,0,0,33
8,normal,10,0.03543406274180423,0.14501938094137104,0.1123136675120292,matcher,1,freedom,0,0,33
8,normal,11,0.3469735283730384,0.2076381270882966,0.22572938001770723,director,1,freedom,1,1,33
8,normal,12,0.02042363927425843,0.09640867130383715,0.05589268916057834,matcher,1,freedom,0,0,33
8,normal,13,0.15539354674662284,0.2740792031159503,0.07864682526029787,director,1,strength,0,0,33
8,normal,14,0.010083870844750441,0.0064371610801244586,0.004116116918580086,matcher,1,reality,0,0,33
8,normal,15,0.25732133322775486,0.23735897748721216,0.2077371171476165,director,1,luxury,0,0,33
8,normal,16,0.02480219132711651,0.1466895950823417,0.1188039791957248,matcher,1,luck,0,0,33
8,normal,17,0.2576071153366528,0.36822544581277045,0.10978526797176373,director,1,reality,1,1,33
8,normal,18,0.10175605655833261,0.058360732018739196,0.09105380742267695,matcher,0,envy,0,0,33
8,normal,19,0.19858807735049314,0.19928399531489996,0.0975964109399867,director,0,death,1,0,33
8,normal,20,0.04517551661648408,0.07192479473829048,0.13760078470044107,matcher,0,death,0,0,33
8,normal,21,0.1620190743902251,0.23677005295935855,0.04654137498430696,director,1,death,0,0,33
8,normal,22,0.029053481632681556,0.1705535108412598,0.1577317110149926,matcher,1,envy,0,0,33
8,normal,23,0.31625116879986714,0.24906217296504293,0.10059145433525449,director,1,fear,1,1,33
8,normal,24,0.0011216424687499095,0.0033285053298734188,0.0026665863247963177,matcher,1,strength,0,0,33
8,normal,25,0.22840266255924355,0.35008646687993616,0.09014897742434606,director,1,reality,0,0,33
8,normal,26,0.002093923103848456,0.0008289465835371121,0.0018700875872905232,matcher,1,strength,0,0,33
8,normal,27,0.32045456901141,0.3565099610674215,0.17523353259876023,director,1,reality,0,0,33
8,normal,28,0.0007824455528146572,0.0015197468113272766,0.0012318109652092368,matcher,1,war,0,0,33
8,normal,29,0.3341352360000027,0.19885038630879434,0.087698562380284,director,0,luck,0,0,33
8,normal,30,0.015254143534104996,0.06602745218042033,0.04873548387119563,matcher,1,war,0,0,33
8,normal,31,0.19193872136437273,0.20983410387054688,0.0384633452149674,director,1,death,0,0,33
8,normal,32,0.03774512087279948,0.04777986594084651,0.03621876184895552,matcher,0,luck,0,0,33
8,normal,33,0.21011572537299483,0.18865890056906745,0.1009448898067653,director,1,fear,0,0,33
8,normal,34,0.021296877387921173,0.04069939693552542,0.0441421574951205,matcher,0,fear,0,0,33
8,normal,35,0.24479018114500165,0.1124658509438282,0.1911451663948685,director,1,envy,0,0,33
8,normal,36,0.022091428810281234,0.046038375361059126,0.04424969428205487,matcher,1,death,0,0,33
8,normal,37,0.2885278034461203,0.29201815199335407,0.0722427136294692,director,0,freedom,0,0,33
8,normal,38,0.0017008941193795036,0.0035552651589954003,0.00160414127757881,matcher,1,envy,0,0,33
8,normal,39,0.0787450876380687,0.14871700348192257,0.04980509868316527,director,1,fear,0,0,33
8,normal,40,0.005036193221664232,0.018425640013343774,0.01961935426095711,matcher,1,envy,0,0,33
8,normal,41,0.16137973432035946,0.2407628372576714,0.07169104202163878,director,1,strength,0,0,33
8,normal,42,0.04768469343589938,0.17817133526491108,0.038059826231758825,matcher,0,fear,0,0,33
8,normal,43,0.27167877729096773,0.18426959169961307,0.09536400357510809,director,1,fear,0,0,33
8,normal,44,0.013848901568720635,0.008686782893833477,0.009274504189127853,matcher,0,fear,0,0,33
8,normal,45,0.2767687122499878,0.24859695968157616,0.09952045181185608,director,1,fear,0,0,33
8,normal,46,0.038122005804369814,0.06758507785173024,0.04726501753386442,matcher,1,fear,0,0,33
8,normal,47,0.20069901362688494,0.148987708129345,0.19587853215824072,director,1,envy,0,0,33
8,normal,48,0.001832842082438443,0.0016574431300387556,0.001121473294024063,matcher,1,envy,0,0,33
8,normal,49,0.035384254675542896,0.13792371528110423,0.03978280986225903,director,1,anger,1,1,33
8,normal,50,0.015823578512564575,0.014822858372054293,0.002971878950772542,matcher,0,war,0,0,33
8,normal,51,0.18398975495127592,0.2155955220031075,0.2099298080811325,director,1,strength,0,0,33
8,normal,52,0.006509208932701119,0.0033819131444955126,0.002100662211143212,matcher,0,luck,0,0,33
9,modified,1,0.22300976257245614,0.18678596141346987,0.050507521122374485,director,1,fear,1,1,34
9,modified,2,0.0033821761474937886,0.008320688259693565,0.0010531136489906065,matcher,1,death,0,0,34
9,modified,3,0.1793808980665106,0.18533537171081316,0.05363918808704238,director,1,fear,0,0,34
9,modified,4,0.02027772453550969,0.018312737917617224,0.0018779124828164503,matcher,0,luxury,0,0,34
9,modified,5,0.11161347780501865,0.1569508222510326,0.12145669558077368,director,1,anger,1,1,34
9,modified,6,0.01036141297998371,0.012553337280676202,0.0011493330353008386,matcher,0,war,0,0,34
9,modified,7,0.3222020620010433,0.22220923769294698,0.12806831918926656,director,0,freedom,1,0,34
9,modified,8,0.009664517726197619,0.016682343971524762,0.00399993948783404,matcher,0,strength,0,0,34
9,modified,9,0.2717127071757947,0.18294557840856415,0.10663092233045719,director,1,freedom,0,0,34
9,modified,10,0.006795060075489531,0.013349864460561522,0.001432508474639603,matcher,0,anger,0,0,34
9,modified,11,0.26561789152090115,0.22819951807384012,0.07766791409570394,director,1,fear,0,0,34
9,modified,12,0.0211950950681518,0.0343095282796315,0.0069328901976213175,matcher,1,luxury,0,0,34
9,modified,13,0.17770414424052086,0.18671513485258096,0.06147367351184013,director,1,strength,1,1,34
9,modified,14,0.012826629866304963,0.009897902787244749,0.0016130686761265558,matcher,0,luck,0,0,34
9,modified,15,0.1743548892738889,0.21845115485800232,0.07775912321734613,director,1,strength,0,0,34
9,modified,16,0.038353992280447745,0.07508189442596576,0.057951711419992696,matcher,0,luck,0,0,34
9,modified,17,0.1524350175803472,0.21846815499939412,0.08652331278606953,director,0,anger,0,0,34
9,modified,18,0.025120140664586257,0.00894053297639359,0.02297443187615539,matcher,0,anger,0,0,34
9,modified,19,0.13689533750039853,0.2215605392074385,0.08854360473242417,director,1,anger,0,0,34
9,modified,20,0.001917420717152421,0.006911716526404494,0.003378806724756499,matcher,0,death,0,0,34
9,modified,21,0.1830275685866183,0.20740412012408185,0.07990771236490005,director,1,death,1,1,34
9,modified,22,0.032810833796329764,0.02373715187106477,0.027022480642876528,matcher,0,envy,0,0,34
9,modified,23,0.11588859645904645,0.25754297322205805,0.09452715813537403,director,0,luxury,1,0,34
9,modified,24,0.04669977838339375,0.01758124993314693,0.02685173891728097,matcher,1,reality,0,0,34
9,modified,25,0.09370317108692285,0.2247325917246307,0.0736528351565138,director,1,anger,0,0,34
9,modified,26,0.001350330443363739,0.0030248932679470745,0.009017679735996218,matcher,0,freedom,0,0,34
9,modified,27,0.10481617912227083,0.1855708118305019,0.113895798561015,director,1,reality,1,1,34
9,modified,28,0.0020897810995961505,0.0026899080828933627,0.003495575317456037,matcher,0,envy,0,0,34
9,modified,29,0.20930776502315968,0.21355174173977437,0.10439165501160703,director,0,envy,1,0,34
9,modified,30,0.0010281515646174044,0.0009922403970358635,0.0009931086141315487,matcher,0,luck,0,0,34
9,modified,31,0.22208519141464905,0.2107383047782793,0.16218387528024694,director,1,freedom,0,0,34
9,modified,32,0.0014713844721242091,0.002963572998337654,0.005670394547051736,matcher,1,death,0,0,34
9,modified,33,0.10109238568685165,0.20045005046244818,0.12790525587776488,director,1,fear,0,0,34
9,modified,34,0.0022585637564930734,0.0004093972110366816,0.0009876085758574733,matcher,0,envy,0,0,34
9,modified,35,0.1076735492014514,0.2705980104468641,0.08039226126977746,director,0,luxury,0,0,34
9,modified,36,0.025079275762976104,0.014338169518591676,0.032262895815375114,matcher,1,reality,0,0,34
9,modified,37,0.21742955465658942,0.23913378254225504,0.14028701756008044,director,0,freedom,0,0,34
10,normal,1,0.056045607132180916,0.1208304714381245,0.02605470797773367,matcher,1,luck,0,0,35
10,normal,2,0.17746940605728834,0.28217352794567624,0.15506545699858512,director,1,reality,1,1,35
10,normal,3,0.00556249068660131,0.005596796766675902,0.004113080924382263,matcher,1,strength,0,0,35
10,normal,4,0.054511053717951605,0.15546550692428943,0.14276430065205664,director,0,envy,1,0,35
10,normal,5,0.007482703433444859,0.02254194464740092,0.006392032140764138,matcher,1,envy,0,0,35
10,normal,6,0.2501001914316216,0.18878556057092438,0.16476554886094474,director,0,war,1,0,35
10,normal,7,0.004331452252003596,0.0029006370414374726,0.0022271379189887286,matcher,1,luxury,0,0,35
10,normal,8,0.13834084066933178,0.26933957848529033,0.13215479709925662,director,0,strength,1,0,35
10,normal,9,0.010141380580105708,0.0025037150196238166,0.002078044349175436,matcher,0,fear,0,0,35
10,normal,10,0.20398683821185679,0.19181276536147188,0.1550093128949538,director,1,war,0,0,35
10,normal,11,0.020399363285894825,0.02754504383791931,0.047535524847834625,matcher,0,death,0,0,35
10,normal,12,0.18357490601206322,0.2882479463172321,0.16378801588242198,director,1,death,1,1,35
10,normal,13,0.03232630094780244,0.029256445197307385,0.010836194026846484,matcher,1,death,0,0,35
10,normal,14,0.27987013189188764,0.20405411508854834,0.16560938394944863,director,0,war,0,0,35
10,normal,15,0.005299640669157323,0.026070880388597315,0.04376591853086292,matcher,1,envy,0,0,35
10,normal,16,0.18011774926993515,0.2515123584082501,0.146570687566581,director,0,strength,0,0,35
10,normal,17,0.059216810106493364,0.029581597529630608,0.0019157943234052882,matcher,0,anger,0,0,35
10,normal,18,0.18905098108787105,0.376321197051068,0.09284089809834807,director,1,luck,1,1,35
10,normal,19,0.006421355133808094,0.01534247481077902,0.03213693644830222,matcher,1,envy,0,0,35
10,normal,20,0.24664699772765233,0.24706387714845132,0.14225734701469867,director,1,war,0,0,35
10,normal,21,0.016452702335030454,0.02451147915332521,0.008587216706430676,matcher,1,envy,0,0,35
10,normal,22,0.10633308883270672,0.1562059033256348,0.12706858172265942,director,1,anger,1,1,35
10,normal,23,0.004839169458573996,0.003011529217836152,0.0026108752956092067,matcher,1,reality,0,0,35
10,normal,24,0.1362238011104102,0.4091695992184359,0.10371668970505299,director,1,luck,0,0,35
10,normal,25,0.006431976380663211,0.0021789695019964065,0.002595143973799332,matcher,1,war,0,0,35
10,normal,26,0.1458410606428426,0.3583147153442649,0.09603040820786277,director,1,luck,0,0,35
10,normal,27,0.003850075101807594,0.0010165351362812162,0.0015884595882168205,matcher,1,freedom,0,0,35
10,normal,28,0.22152471825693457,0.30426789925789416,0.13025928921848343,director,1,fear,1,1,35
10,normal,29,0.0011355788904045471,0.0012077675073441797,0.00055093970751006,matcher,1,luck,0,0,35
10,normal,30,0.1887752852768168,0.34729025673632663,0.0985890479586048,director,1,fear,0,0,35
10,normal,31,0.029130354232059258,0.016794145149788026,0.010640709700412287,matcher,1,envy,0,0,35
10,normal,32,0.12531242475100343,0.3863571960216107,0.13865227668369381,director,1,luck,0,0,35
10,normal,33,0.01509694128417755,0.029233304075460428,0.06186820223210047,matcher,1,envy,0,0,35
10,normal,34,0.27495871519490633,0.1908815734064859,0.14968563538843097,director,1,war,0,0,35
10,normal,35,0.001942859186041822,0.0018887800851907313,0.0015136185840799192,matcher,1,envy,0,0,35
10,normal,36,0.12732110330291857,0.16707346449052815,0.14035171110837716,director,1,anger,0,0,35
10,normal,37,0.0049955232526146635,0.0014867825837374346,0.0025769528023391304,matcher,1,reality,0,0,35
10,normal,38,0.13854738042166606,0.42164864109862427,0.13374804042058194,director,1,luck,0,0,35
10,normal,39,0.0027012516329806683,0.001420476283997935,0.0014525314498926687,matcher,0,anger,0,0,35
10,normal,40,0.3591311225236561,0.3167103203775053,0.17608315952043432,director,1,freedom,1,1,35
10,normal,41,0.0029200186416402365,0.0009720263882497796,0.0009764654198467918,matcher,1,reality,0,0,35
10,normal,42,0.4718480877527749,0.3215319302336867,0.18173531006536162,director,1,freedom,0,0,35
10,normal,43,0.0016798191763168029,0.0017152063523059274,0.0009031850680896355,matcher,1,reality,0,0,35
10,normal,44,0.1555921866072233,0.36646831554983944,0.09321695520441273,director,1,luck,0,0,35
10,normal,45,0.017313498065707193,0.03615052260073494,0.05176486236697607,matcher,0,fear,0,0,35
10,normal,46,0.1822501969363403,0.22782046867743014,0.06270879359800847,director,1,strength,0,0,35
10,normal,47,0.0032425581453153418,0.0025908164450517486,0.0019304527177373138,matcher,0,strength,0,0,35
